suffrage_id,voter_id,fecha_eleccion,voto_registrado,mesa_voto,puesto_voto,zona_voto,municipio_voto,circunscripcion_voto,hora_checkin,metodo_checkin,operador_checkin
SUF-0000611,V000957,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,08:24:54,electronico,USR-0013
SUF-0000612,V002856,2026-06-03,1,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,09:05:37,electronico,USR-0012
SUF-0000613,V003118,2026-06-03,1,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,09:55:05,electronico,USR-0015
SUF-0000614,V004582,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,14:44:56,electronico,USR-0005
SUF-0000615,V002362,2026-06-03,1,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,11:46:06,manual,USR-0023
SUF-0000616,V001867,2026-06-03,1,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,18:00:00,electronico,USR-0007
SUF-0000617,V001038,2026-06-03,1,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,12:02:29,manual,USR-0020
SUF-0000618,V000825,2026-06-03,1,MESA-008,PUESTO-008,ZONA-08,MUN-03,CIRC-03,11:05:40,electronico,USR-0006
SUF-0000619,V002447,2026-06-03,1,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,15:52:39,manual,USR-0010
SUF-0000620,V002528,2026-06-03,1,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,09:41:19,electronico,USR-0021
SUF-0000621,V000831,2026-06-03,1,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,11:52:27,electronico,USR-0007
SUF-0000622,V004294,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,18:37:00,electronico,USR-0010
SUF-0000623,V001606,2026-06-03,1,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,09:15:44,electronico,USR-0019
SUF-0000624,V001616,2026-06-03,1,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,13:59:18,electronico,USR-0013
SUF-0000625,V001540,2026-06-03,1,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-03,11:16:56,electronico,USR-0023
SUF-0000626,V002784,2026-06-03,1,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,11:40:58,electronico,USR-0009
SUF-0000627,V000035,2026-06-03,1,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,14:24:20,manual,USR-0007
SUF-0000628,V002684,2026-06-03,1,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,11:45:26,electronico,USR-0021
SUF-0000629,V001148,2026-06-03,1,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-04,12:21:43,manual,USR-0017
SUF-0000630,V003001,2026-06-03,1,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,13:14:19,manual,USR-0021
SUF-0000631,V001304,2026-06-03,1,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,14:24:05,manual,USR-0013
SUF-0000632,V004625,2026-06-03,1,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,13:12:24,manual,USR-0008
SUF-0000633,V003340,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,09:00:48,electronico,USR-0019
SUF-0000634,V001380,2026-06-03,1,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,08:29:47,electronico,USR-0008
SUF-0000635,V002060,2026-06-03,1,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,09:33:54,manual,USR-0010
SUF-0000636,V002430,2026-06-03,1,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,13:08:05,manual,USR-0017
SUF-0000637,V002974,2026-06-03,1,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,09:54:29,electronico,USR-0006
SUF-0000638,V003226,2026-06-03,1,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,08:00:23,manual,USR-0010
SUF-0000639,V003692,2026-06-03,1,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,13:38:46,manual,USR-0010
SUF-0000640,V004929,2026-06-03,1,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,13:14:27,electronico,USR-0010
SUF-0000641,V003383,2026-06-03,1,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,07:45:00,electronico,USR-0021
SUF-0000642,V000811,2026-06-03,1,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,15:37:10,electronico,USR-0023
SUF-0000643,V002069,2026-06-03,1,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,08:38:11,electronico,USR-0020
SUF-0000644,V004221,2026-06-03,1,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,13:33:54,manual,USR-0015
SUF-0000645,V002881,2026-06-03,1,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,08:46:19,electronico,USR-0016
SUF-0000646,V004975,2026-06-03,1,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,13:33:19,manual,USR-0020
SUF-0000647,V001687,2026-06-03,1,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,11:10:37,electronico,USR-0006
SUF-0000648,V001135,2026-06-03,1,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,14:14:53,electronico,USR-0016
SUF-0000649,V004707,2026-06-03,1,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,08:06:51,manual,USR-0016
SUF-0000650,V000213,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,14:04:20,electronico,USR-0010
SUF-0000651,V002645,2026-06-03,1,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,10:08:56,manual,USR-0012
SUF-0000652,V000611,2026-06-03,1,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,12:24:49,manual,USR-0016
SUF-0000653,V001048,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,08:40:35,electronico,USR-0016
SUF-0000654,V003947,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,14:20:35,manual,USR-0024
SUF-0000655,V004567,2026-06-03,1,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,10:58:04,electronico,USR-0005
SUF-0000656,V004944,2026-06-03,1,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,09:04:30,electronico,USR-0014
SUF-0000657,V000883,2026-06-03,1,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,08:15:05,manual,USR-0014
SUF-0000658,V000548,2026-06-03,1,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,10:47:19,manual,USR-0022
SUF-0000659,V000441,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,13:46:56,electronico,USR-0013
SUF-0000660,V002536,2026-06-03,1,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,10:25:08,electronico,USR-0006
SUF-0000661,V000418,2026-06-03,1,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,13:10:04,electronico,USR-0016
SUF-0000662,V002971,2026-06-03,1,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,10:48:20,manual,USR-0011
SUF-0000663,V000093,2026-06-03,1,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-03,13:12:26,electronico,USR-0010
SUF-0000664,V001177,2026-06-03,1,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-03,08:00:47,electronico,USR-0008
SUF-0000665,V002547,2026-06-03,1,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,09:32:13,manual,USR-0022
SUF-0000666,V002516,2026-06-03,1,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,08:22:42,electronico,USR-0024
SUF-0000667,V001941,2026-06-03,1,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,08:00:07,manual,USR-0007
SUF-0000668,V000716,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,13:19:03,electronico,USR-0019
SUF-0000669,V003990,2026-06-03,1,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,13:54:19,manual,USR-0013
SUF-0000670,V000783,2026-06-03,1,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,13:12:49,electronico,USR-0021
SUF-0000671,V002726,2026-06-03,1,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,15:40:13,electronico,USR-0005
SUF-0000672,V001065,2026-06-03,1,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,15:58:20,electronico,USR-0017
SUF-0000673,V000516,2026-06-03,1,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,11:07:48,manual,USR-0007
SUF-0000674,V003421,2026-06-03,1,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,10:35:00,electronico,USR-0009
SUF-0000675,V000478,2026-06-03,1,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,08:18:41,electronico,USR-0016
SUF-0000676,V003341,2026-06-03,1,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,12:55:20,manual,USR-0008
SUF-0000677,V002923,2026-06-03,1,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,12:43:48,electronico,USR-0025
SUF-0000678,V003202,2026-06-03,1,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,13:19:54,electronico,USR-0023
SUF-0000679,V003300,2026-06-03,1,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,10:32:36,electronico,USR-0010
SUF-0000680,V004269,2026-06-03,1,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,11:03:25,electronico,USR-0004
SUF-0000681,V002628,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,08:03:31,electronico,USR-0004
SUF-0000682,V000312,2026-06-03,1,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,15:44:47,manual,USR-0006
SUF-0000683,V004736,2026-06-03,1,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,08:29:14,electronico,USR-0016
SUF-0000684,V001327,2026-06-03,1,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,08:14:36,electronico,USR-0006
SUF-0000685,V002747,2026-06-03,1,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,15:16:16,manual,USR-0014
SUF-0000686,V001183,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,14:07:30,electronico,USR-0016
SUF-0000687,V003774,2026-06-03,1,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,11:43:32,electronico,USR-0016
SUF-0000688,V000198,2026-06-03,1,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,08:25:30,electronico,USR-0004
SUF-0000689,V000333,2026-06-03,1,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,12:52:27,manual,USR-0023
SUF-0000690,V004438,2026-06-03,1,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,11:35:11,manual,USR-0004
SUF-0000691,V002824,2026-06-03,1,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,10:08:05,electronico,USR-0009
SUF-0000692,V002092,2026-06-03,1,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,13:05:24,manual,USR-0008
SUF-0000693,V001774,2026-06-03,1,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,09:56:56,electronico,USR-0010
SUF-0000694,V001952,2026-06-03,1,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,10:39:06,manual,USR-0019
SUF-0000695,V000353,2026-06-03,1,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,15:25:06,manual,USR-0016
SUF-0000696,V003567,2026-06-03,1,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,08:54:27,electronico,USR-0023
SUF-0000697,V000314,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,12:02:22,electronico,USR-0005
SUF-0000698,V002545,2026-06-03,1,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,13:51:50,electronico,USR-0010
SUF-0000699,V002636,2026-06-03,1,MESA-005,PUESTO-005,ZONA-05,MUN-05,CIRC-05,15:15:54,manual,USR-0014
SUF-0000700,V000681,2026-06-03,1,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,10:11:31,manual,USR-0016
SUF-0000701,V004115,2026-06-03,1,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,12:11:13,electronico,USR-0025
SUF-0000702,V004947,2026-06-03,1,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,12:04:08,electronico,USR-0025
SUF-0000703,V003443,2026-06-03,1,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,14:23:07,electronico,USR-0025
SUF-0000704,V002927,2026-06-03,1,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,11:15:30,electronico,USR-0020
SUF-0000705,V000354,2026-06-03,1,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,10:20:00,electronico,USR-0020
SUF-0000706,V001364,2026-06-03,1,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,15:56:04,electronico,USR-0010
SUF-0000707,V003257,2026-06-03,1,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,10:57:57,manual,USR-0010
SUF-0000708,V000536,2026-06-03,1,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,17:33:00,manual,USR-0010
SUF-0000709,V003584,2026-06-03,1,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,15:08:13,manual,USR-0010
SUF-0000710,V001922,2026-06-03,1,MESA-005,PUESTO-005,ZONA-05,MUN-05,CIRC-05,14:52:20,manual,USR-0006
SUF-0000711,V000477,2026-06-03,1,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,15:31:22,electronico,USR-0019
SUF-0000712,V000904,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,09:24:53,electronico,USR-0023
SUF-0000713,V004750,2026-06-03,1,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,13:19:05,electronico,USR-0017
SUF-0000714,V002781,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,08:06:46,electronico,USR-0021
SUF-0000715,V000223,2026-06-03,1,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,14:23:02,manual,USR-0011
SUF-0000716,V000176,2026-06-03,1,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,11:38:29,electronico,USR-0013
SUF-0000717,V000769,2026-06-03,1,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,12:57:16,electronico,USR-0021
SUF-0000718,V002057,2026-06-03,1,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,08:49:47,manual,USR-0011
SUF-0000719,V004424,2026-06-03,1,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,10:10:25,electronico,USR-0010
SUF-0000720,V004972,2026-06-03,1,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,08:46:00,manual,USR-0004
SUF-0000721,V003753,2026-06-03,1,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,14:07:16,manual,USR-0004
SUF-0000722,V001450,2026-06-03,1,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,15:29:56,manual,USR-0017
SUF-0000723,V001845,2026-06-03,1,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,15:10:30,electronico,USR-0009
SUF-0000724,V001993,2026-06-03,1,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-01,09:26:28,manual,USR-0025
SUF-0000725,V000255,2026-06-03,1,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,12:32:22,electronico,USR-0004
SUF-0000726,V002904,2026-06-03,1,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,11:03:52,manual,USR-0011
SUF-0000727,V002027,2026-06-03,1,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,10:27:45,electronico,USR-0017
SUF-0000728,V004934,2026-06-03,1,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,09:14:31,electronico,USR-0014
SUF-0000729,V003667,2026-06-03,1,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,09:03:56,manual,USR-0017
SUF-0000730,V001794,2026-06-03,1,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,10:36:21,electronico,USR-0012
SUF-0000731,V004904,2026-06-03,1,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,09:00:24,electronico,USR-0025
SUF-0000732,V000409,2026-06-03,1,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,15:27:02,electronico,USR-0012
SUF-0000733,V001613,2026-06-03,1,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-01,08:43:22,electronico,USR-0010
SUF-0000734,V002138,2026-06-03,1,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,11:20:57,manual,USR-0014
SUF-0000735,V002169,2026-06-03,1,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,13:48:07,electronico,USR-0021
SUF-0000736,V000889,2026-06-03,1,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,12:44:29,manual,USR-0019
SUF-0000737,V001996,2026-06-03,1,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,13:59:53,manual,USR-0015
SUF-0000738,V003072,2026-06-03,1,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,12:47:33,manual,USR-0014
SUF-0000739,V003033,2026-06-03,1,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,08:15:04,electronico,USR-0009
SUF-0000740,V002212,2026-06-03,1,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,08:20:42,electronico,USR-0017
SUF-0000741,V004493,2026-06-03,1,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,11:02:57,manual,USR-0024
SUF-0000742,V003779,2026-06-03,1,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,15:32:16,electronico,USR-0013
SUF-0000743,V001837,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,15:48:18,electronico,USR-0014
SUF-0000744,V000085,2026-06-03,1,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,10:05:25,manual,USR-0020
SUF-0000745,V003850,2026-06-03,1,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,09:19:44,electronico,USR-0003
SUF-0000746,V001480,2026-06-03,1,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,14:22:54,electronico,USR-0020
SUF-0000747,V002779,2026-06-03,1,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,09:53:14,manual,USR-0012
SUF-0000748,V004689,2026-06-03,1,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,09:34:57,electronico,USR-0019
SUF-0000749,V001981,2026-06-03,1,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,14:19:38,manual,USR-0009
SUF-0000750,V001604,2026-06-03,1,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,14:36:44,manual,USR-0011
SUF-0000751,V001306,2026-06-03,1,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,06:14:00,electronico,USR-0003
SUF-0000752,V003785,2026-06-03,1,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,10:54:18,electronico,USR-0019
SUF-0000753,V003583,2026-06-03,1,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,09:54:15,electronico,USR-0011
SUF-0000754,V003677,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,15:06:49,manual,USR-0003
SUF-0000755,V003528,2026-06-03,1,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,11:40:18,manual,USR-0019
SUF-0000756,V003393,2026-06-03,1,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,14:37:59,electronico,USR-0005
SUF-0000757,V002457,2026-06-03,1,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,11:43:33,electronico,USR-0020
SUF-0000758,V003391,2026-06-03,1,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,13:03:22,manual,USR-0024
SUF-0000759,V004483,2026-06-03,1,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,12:14:18,manual,USR-0014
SUF-0000760,V003042,2026-06-03,1,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-03,15:24:11,manual,USR-0017
SUF-0000761,V002206,2026-06-03,1,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,14:59:48,electronico,USR-0021
SUF-0000762,V002985,2026-06-03,1,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,12:17:04,manual,USR-0021
SUF-0000763,V001319,2026-06-03,1,MESA-011,PUESTO-011,ZONA-01,MUN-01,CIRC-01,11:58:54,manual,USR-0019
SUF-0000764,V004418,2026-06-03,1,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,10:29:09,electronico,USR-0021
SUF-0000765,V001452,2026-06-03,1,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,13:58:55,electronico,USR-0013
SUF-0000766,V001493,2026-06-03,1,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,08:51:05,electronico,USR-0004
SUF-0000767,V001783,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,09:58:26,electronico,USR-0003
SUF-0000768,V002488,2026-06-03,1,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-05,09:30:22,electronico,USR-0006
SUF-0000769,V000234,2026-06-03,1,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,15:11:59,electronico,USR-0024
SUF-0000770,V002670,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,10:51:23,manual,USR-0008
SUF-0000771,V000917,2026-06-03,1,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,10:30:48,electronico,USR-0004
SUF-0000772,V003757,2026-06-03,1,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,15:42:26,manual,USR-0010
SUF-0000773,V004927,2026-06-03,1,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,15:06:09,manual,USR-0016
SUF-0000774,V004609,2026-06-03,1,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,09:44:50,electronico,USR-0008
SUF-0000775,V002988,2026-06-03,1,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,15:15:43,electronico,USR-0014
SUF-0000776,V000128,2026-06-03,1,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,09:32:41,manual,USR-0010
SUF-0000777,V000271,2026-06-03,1,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,10:18:53,electronico,USR-0021
SUF-0000778,V004823,2026-06-03,1,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,14:37:40,electronico,USR-0012
SUF-0000779,V000042,2026-06-03,1,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,09:04:35,electronico,USR-0007
SUF-0000780,V000643,2026-06-03,1,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,09:57:59,electronico,USR-0008
SUF-0000781,V001950,2026-06-03,1,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,14:53:03,electronico,USR-0011
SUF-0000782,V000882,2026-06-03,1,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,11:18:02,manual,USR-0016
SUF-0000783,V001046,2026-06-03,1,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,11:21:40,manual,USR-0008
SUF-0000784,V002693,2026-06-03,1,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,12:43:44,electronico,USR-0011
SUF-0000785,V003342,2026-06-03,1,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,13:26:51,electronico,USR-0008
SUF-0000786,V000448,2026-06-03,1,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,12:00:51,manual,USR-0006
SUF-0000787,V004830,2026-06-03,1,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,09:42:17,manual,USR-0014
SUF-0000788,V000378,2026-06-03,1,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-04,10:39:53,electronico,USR-0019
SUF-0000789,V002333,2026-06-03,1,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,15:47:18,electronico,USR-0005
SUF-0000790,V004394,2026-06-03,1,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,09:23:24,electronico,USR-0011
SUF-0000791,V001898,2026-06-03,1,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,11:58:02,electronico,USR-0017
SUF-0000792,V000855,2026-06-03,1,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,11:21:36,electronico,USR-0003
SUF-0000793,V002407,2026-06-03,1,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,08:33:50,manual,USR-0016
SUF-0000794,V004347,2026-06-03,1,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,11:40:15,electronico,USR-0003
SUF-0000795,V003355,2026-06-03,1,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,11:29:50,electronico,USR-0025
SUF-0000796,V001025,2026-06-03,1,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,13:56:47,electronico,USR-0010
SUF-0000797,V004903,2026-06-03,1,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,08:35:26,electronico,USR-0022
SUF-0000798,V002949,2026-06-03,1,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,12:30:48,manual,USR-0021
SUF-0000799,V002509,2026-06-03,1,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,10:07:58,electronico,USR-0010
SUF-0000800,V001779,2026-06-03,1,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-01,15:33:19,electronico,USR-0006
SUF-0000801,V002205,2026-06-03,1,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,11:46:57,manual,USR-0019
SUF-0000802,V001101,2026-06-03,1,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,11:57:49,electronico,USR-0015
SUF-0000803,V001161,2026-06-03,1,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,11:12:55,electronico,USR-0015
SUF-0000804,V002493,2026-06-03,1,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,11:21:41,electronico,USR-0008
SUF-0000805,V000200,2026-06-03,1,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,11:32:42,electronico,USR-0022
SUF-0000806,V004988,2026-06-03,1,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,13:36:48,electronico,USR-0003
SUF-0000807,V003925,2026-06-03,1,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,09:43:43,electronico,USR-0010
