alerta_id,codigo_alerta,entidad_tipo,entidad_id,dataset_origen,severidad,descripcion
EXP-000256,PAD-04,voter_id,V000309,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000257,PAD-04,voter_id,V004537,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000258,PAD-04,voter_id,V004146,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000259,PAD-04,voter_id,V004623,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000260,PAD-04,voter_id,V000212,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000261,PAD-04,voter_id,V004853,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000262,PAD-04,voter_id,V004316,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000263,PAD-04,voter_id,V004351,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000264,PAD-04,voter_id,V001111,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000265,PAD-04,voter_id,V002893,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000266,PAD-04,voter_id,V002926,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000267,PAD-04,voter_id,V002449,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000268,PAD-04,voter_id,V004422,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000269,PAD-04,voter_id,V001124,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000270,PAD-04,voter_id,V004976,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000271,PAD-04,voter_id,V000833,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000272,PAD-04,voter_id,V004714,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000273,PAD-04,voter_id,V002903,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000274,PAD-04,voter_id,V003697,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000275,PAD-04,voter_id,V001920,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000276,PAD-04,voter_id,V003153,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000277,PAD-04,voter_id,V003050,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000278,PAD-04,voter_id,V003768,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000279,PAD-04,voter_id,V002849,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000280,PAD-04,voter_id,V004107,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000281,PAD-04,voter_id,V000156,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000282,PAD-04,voter_id,V001825,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000283,PAD-04,voter_id,V001965,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000284,PAD-04,voter_id,V003327,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000285,PAD-04,voter_id,V003298,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000286,PAD-04,voter_id,V001178,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000287,PAD-04,voter_id,V000498,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000288,PAD-04,voter_id,V002997,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000289,PAD-04,voter_id,V003510,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000290,PAD-04,voter_id,V000614,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000291,PAD-04,voter_id,V001969,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000292,PAD-04,voter_id,V000908,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000293,PAD-04,voter_id,V000622,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000294,PAD-04,voter_id,V000605,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000295,PAD-04,voter_id,V004034,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000296,PAD-04,voter_id,V003139,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000297,PAD-04,voter_id,V001865,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000298,PAD-04,voter_id,V000432,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000299,PAD-04,voter_id,V000024,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000300,PAD-04,voter_id,V004475,01_padron_votantes.csv,critica,Documento cancelado marcado como habilitado.
EXP-000301,PAD-05,voter_id,V003614,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000302,PAD-05,voter_id,V000297,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000303,PAD-05,voter_id,V004939,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000304,PAD-05,voter_id,V002626,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000305,PAD-05,voter_id,V002787,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000306,PAD-05,voter_id,V001796,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000307,PAD-05,voter_id,V001489,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000308,PAD-05,voter_id,V003706,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000309,PAD-05,voter_id,V004598,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000310,PAD-05,voter_id,V004339,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000311,PAD-05,voter_id,V004647,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000312,PAD-05,voter_id,V002830,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000313,PAD-05,voter_id,V001525,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000314,PAD-05,voter_id,V001878,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000315,PAD-05,voter_id,V004136,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000316,PAD-05,voter_id,V004058,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000317,PAD-05,voter_id,V001617,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000318,PAD-05,voter_id,V003688,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000319,PAD-05,voter_id,V003898,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000320,PAD-05,voter_id,V001829,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000321,PAD-05,voter_id,V004704,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000322,PAD-05,voter_id,V003687,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000323,PAD-05,voter_id,V003083,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000324,PAD-05,voter_id,V002518,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000325,PAD-05,voter_id,V002251,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000326,PAD-05,voter_id,V001218,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000327,PAD-05,voter_id,V002014,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000328,PAD-05,voter_id,V001911,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000329,PAD-05,voter_id,V003401,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000330,PAD-05,voter_id,V000293,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000331,PAD-05,voter_id,V000121,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000332,PAD-05,voter_id,V001515,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000333,PAD-05,voter_id,V002808,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000334,PAD-05,voter_id,V003415,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000335,PAD-05,voter_id,V000770,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000336,PAD-05,voter_id,V004211,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000337,PAD-05,voter_id,V000657,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000338,PAD-05,voter_id,V004129,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000339,PAD-05,voter_id,V001115,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000340,PAD-05,voter_id,V004751,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000341,PAD-05,voter_id,V001736,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000342,PAD-05,voter_id,V004037,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000343,PAD-05,voter_id,V004862,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000344,PAD-05,voter_id,V000057,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000345,PAD-05,voter_id,V001557,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000346,PAD-05,voter_id,V002499,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000347,PAD-05,voter_id,V002125,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000348,PAD-05,voter_id,V004326,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000349,PAD-05,voter_id,V004588,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000350,PAD-05,voter_id,V001502,01_padron_votantes.csv,critica,Persona legalmente inhabilitada marcada como habilitada.
EXP-000351,PAD-06,voter_id,V000668,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000352,PAD-06,voter_id,V003102,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000353,PAD-06,voter_id,V000202,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000354,PAD-06,voter_id,V001490,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000355,PAD-06,voter_id,V002943,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000356,PAD-06,voter_id,V002629,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000357,PAD-06,voter_id,V003597,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000358,PAD-06,voter_id,V000334,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000359,PAD-06,voter_id,V000195,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000360,PAD-06,voter_id,V003125,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000361,PAD-06,voter_id,V004140,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000362,PAD-06,voter_id,V001921,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000363,PAD-06,voter_id,V001387,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000364,PAD-06,voter_id,V001403,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000365,PAD-06,voter_id,V002794,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000366,PAD-06,voter_id,V001973,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000367,PAD-06,voter_id,V002567,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000368,PAD-06,voter_id,V001002,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000369,PAD-06,voter_id,V002196,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000370,PAD-06,voter_id,V000688,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000371,PAD-06,voter_id,V001145,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000372,PAD-06,voter_id,V002541,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000373,PAD-06,voter_id,V003070,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000374,PAD-06,voter_id,V002364,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000375,PAD-06,voter_id,V004794,01_padron_votantes.csv,alta,Documento hash duplicado en padrón.
EXP-000376,CIR-01,voter_id,V004459,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000377,CIR-01,voter_id,V003884,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000378,CIR-01,voter_id,V002584,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000379,CIR-01,voter_id,V000089,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000380,CIR-01,voter_id,V000141,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000381,CIR-01,voter_id,V001058,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000382,CIR-01,voter_id,V002232,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000383,CIR-01,voter_id,V004547,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000384,CIR-01,voter_id,V000040,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000385,CIR-01,voter_id,V002878,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000386,CIR-01,voter_id,V001817,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000387,CIR-01,voter_id,V001613,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000388,CIR-01,voter_id,V002106,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000389,CIR-01,voter_id,V000734,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000390,CIR-01,voter_id,V004099,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000391,CIR-01,voter_id,V001858,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000392,CIR-01,voter_id,V002372,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000393,CIR-01,voter_id,V003081,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000394,CIR-01,voter_id,V004041,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000395,CIR-01,voter_id,V003542,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000396,CIR-01,voter_id,V001574,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000397,CIR-01,voter_id,V001873,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000398,CIR-01,voter_id,V001328,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000399,CIR-01,voter_id,V003271,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000400,CIR-01,voter_id,V000277,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000401,CIR-01,voter_id,V000273,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000402,CIR-01,voter_id,V002155,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000403,CIR-01,voter_id,V002541,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000404,CIR-01,voter_id,V002433,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000405,CIR-01,voter_id,V000766,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000406,CIR-01,voter_id,V001247,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000407,CIR-01,voter_id,V002510,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000408,CIR-01,voter_id,V002213,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000409,CIR-01,voter_id,V003775,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000410,CIR-01,voter_id,V000765,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000411,CIR-01,voter_id,V003982,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000412,CIR-01,voter_id,V001266,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000413,CIR-01,voter_id,V003059,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000414,CIR-01,voter_id,V002316,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000415,CIR-01,voter_id,V001396,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000416,CIR-01,voter_id,V003685,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000417,CIR-01,voter_id,V003128,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000418,CIR-01,voter_id,V000348,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000419,CIR-01,voter_id,V004412,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000420,CIR-01,voter_id,V000386,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000421,CIR-01,voter_id,V000679,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000422,CIR-01,voter_id,V004374,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000423,CIR-01,voter_id,V002254,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000424,CIR-01,voter_id,V003157,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000425,CIR-01,voter_id,V001148,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000426,CIR-01,voter_id,V004508,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000427,CIR-01,voter_id,V001764,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000428,CIR-01,voter_id,V001786,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000429,CIR-01,voter_id,V001322,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000430,CIR-01,voter_id,V001727,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000431,CIR-01,voter_id,V002054,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000432,CIR-01,voter_id,V001590,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000433,CIR-01,voter_id,V001793,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000434,CIR-01,voter_id,V004164,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000435,CIR-01,voter_id,V004203,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000436,CIR-01,voter_id,V004306,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000437,CIR-01,voter_id,V004529,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000438,CIR-01,voter_id,V002873,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000439,CIR-01,voter_id,V003420,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000440,CIR-01,voter_id,V004963,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000441,CIR-01,voter_id,V004989,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000442,CIR-01,voter_id,V003429,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000443,CIR-01,voter_id,V004907,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000444,CIR-01,voter_id,V003298,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000445,CIR-01,voter_id,V004598,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000446,CIR-01,voter_id,V003216,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000447,CIR-01,voter_id,V002905,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000448,CIR-01,voter_id,V000682,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000449,CIR-01,voter_id,V003767,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000450,CIR-01,voter_id,V000519,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000451,CIR-01,voter_id,V001200,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000452,CIR-01,voter_id,V003287,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000453,CIR-01,voter_id,V001585,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000454,CIR-01,voter_id,V002988,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000455,CIR-01,voter_id,V004466,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000456,CIR-01,voter_id,V003288,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000457,CIR-01,voter_id,V001228,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000458,CIR-01,voter_id,V001540,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000459,CIR-01,voter_id,V000094,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000460,CIR-01,voter_id,V002296,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000461,CIR-01,voter_id,V002776,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000462,CIR-01,voter_id,V000939,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000463,CIR-01,voter_id,V003723,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000464,CIR-01,voter_id,V003551,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000465,CIR-01,voter_id,V000242,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000466,CIR-01,voter_id,V001448,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000467,CIR-01,voter_id,V001484,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000468,CIR-01,voter_id,V001835,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000469,CIR-01,voter_id,V000088,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000470,CIR-01,voter_id,V001350,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000471,CIR-01,voter_id,V001512,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000472,CIR-01,voter_id,V002177,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000473,CIR-01,voter_id,V000160,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000474,CIR-01,voter_id,V004658,02_asignacion_mesas.csv,alta,Mesa asignada incompatible con padrón base.
EXP-000475,CIR-02,voter_id,V001993,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000476,CIR-02,voter_id,V003488,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000477,CIR-02,voter_id,V000626,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000478,CIR-02,voter_id,V004485,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000479,CIR-02,voter_id,V001708,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000480,CIR-02,voter_id,V004502,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000481,CIR-02,voter_id,V003188,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000482,CIR-02,voter_id,V000398,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000483,CIR-02,voter_id,V002661,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000484,CIR-02,voter_id,V000718,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000485,CIR-02,voter_id,V003653,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000486,CIR-02,voter_id,V003736,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000487,CIR-02,voter_id,V002454,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000488,CIR-02,voter_id,V003440,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000489,CIR-02,voter_id,V003002,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000490,CIR-02,voter_id,V003237,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000491,CIR-02,voter_id,V004573,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000492,CIR-02,voter_id,V000093,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000493,CIR-02,voter_id,V000854,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000494,CIR-02,voter_id,V001385,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000495,CIR-02,voter_id,V002252,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000496,CIR-02,voter_id,V002627,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000497,CIR-02,voter_id,V000378,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000498,CIR-02,voter_id,V003472,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000499,CIR-02,voter_id,V001415,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000500,CIR-02,voter_id,V004916,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000501,CIR-02,voter_id,V001752,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
EXP-000502,CIR-02,voter_id,V001235,02_asignacion_mesas.csv,critica,Circunscripción autorizada inconsistente.
