evento_id,timestamp,usuario_id,rol_usuario,accion,recurso,mesa_id,zona_id,resultado_accion,ip_origen,requiere_aprobacion,aprobado_por,hash_antes,hash_despues
EVT-0000441,2026-06-03 13:39:00,USR-0002,ADMIN_ELECTORAL,modificar_resultado,sistema_electoral,MESA-068,ZONA-08,exito,10.19.149.209,1,USR-0014,eb81709e361a47d5,9167914ec372728f
EVT-0000442,2026-06-03 18:34:00,USR-0032,CLASIFICADOR_MANUAL,clasificar_voto,sistema_electoral,MESA-032,ZONA-07,exito,10.114.7.49,0,,ad6e4249c78803e7,ad6e4249c78803e7
EVT-0000443,2026-06-03 14:08:00,USR-0031,CLASIFICADOR_MANUAL,login,sistema_electoral,MESA-014,ZONA-04,exito,10.16.99.144,0,,45a3e85e95e25b97,45a3e85e95e25b97
EVT-0000444,2026-06-03 11:37:00,USR-0020,JURADO_MESA,login,sistema_electoral,MESA-035,ZONA-10,exito,10.73.122.125,0,,6e9b989a73d0c6a2,6e9b989a73d0c6a2
EVT-0000445,2026-06-03 07:00:00,USR-0051,AUDITOR,exportar_reporte,sistema_electoral,MESA-016,ZONA-06,exito,10.17.31.59,0,,24b940f33656426d,24b940f33656426d
EVT-0000446,2026-06-03 13:10:00,USR-0049,ANALISTA_SEGURIDAD,logout,sistema_electoral,MESA-039,ZONA-04,fallido,10.31.146.251,0,,085828218fe30a30,085828218fe30a30
EVT-0000447,2026-06-03 09:59:00,USR-0055,AUDITOR,consultar_alertas,sistema_electoral,MESA-011,ZONA-01,exito,10.126.229.71,0,,e7cc5fba056cbb46,e7cc5fba056cbb46
EVT-0000448,2026-06-03 17:13:00,USR-0044,OPERADOR_TECNICO,generar_hash,sistema_electoral,MESA-030,ZONA-05,exito,10.161.69.164,0,,bf6fe84a0c4a7615,bf6fe84a0c4a7615
EVT-0000449,2026-06-03 16:32:00,USR-0054,AUDITOR,exportar_reporte,sistema_electoral,MESA-031,ZONA-06,exito,10.231.101.127,0,,88e37bbf18ba0862,88e37bbf18ba0862
EVT-0000450,2026-06-03 09:48:00,USR-0029,CLASIFICADOR_MANUAL,clasificar_voto,sistema_electoral,MESA-049,ZONA-04,exito,10.96.216.84,0,,e9d87c8a7e7c5c05,e9d87c8a7e7c5c05
EVT-0000451,2026-06-03 06:40:00,USR-0034,CLASIFICADOR_MANUAL,logout,sistema_electoral,MESA-044,ZONA-09,exito,10.68.233.203,0,,4409d72e73572c72,4409d72e73572c72
EVT-0000452,2026-06-03 19:03:00,USR-0023,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-052,ZONA-02,exito,10.225.199.195,0,,15e2f1410ac0bc2c,15e2f1410ac0bc2c
EVT-0000453,2026-06-03 14:32:00,USR-0020,JURADO_MESA,aprobar_correccion,sistema_electoral,MESA-023,ZONA-03,exito,10.4.82.245,1,USR-0020,969549d2ab822809,969549d2ab822809
EVT-0000454,2026-06-03 12:37:00,USR-0047,ANALISTA_SEGURIDAD,login,sistema_electoral,MESA-011,ZONA-01,exito,10.25.82.132,0,,f320faa30e2a3a3d,f320faa30e2a3a3d
EVT-0000455,2026-06-03 08:50:00,USR-0048,ANALISTA_SEGURIDAD,consultar_alertas,sistema_electoral,MESA-049,ZONA-04,exito,10.143.134.165,0,,e74dffe435e32f24,e74dffe435e32f24
EVT-0000456,2026-06-03 06:41:00,USR-0049,ANALISTA_SEGURIDAD,exportar_reporte,sistema_electoral,MESA-012,ZONA-02,exito,10.42.38.66,0,,b942fafe1f572c54,b942fafe1f572c54
EVT-0000457,2026-06-03 16:44:00,USR-0028,CLASIFICADOR_MANUAL,login,sistema_electoral,MESA-003,ZONA-03,exito,10.171.32.195,0,,04c1adbb70446013,04c1adbb70446013
EVT-0000458,2026-06-03 10:57:00,USR-0013,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-007,ZONA-07,exito,10.227.214.96,0,,cceb01c64281d4aa,cceb01c64281d4aa
EVT-0000459,2026-06-03 10:38:00,USR-0011,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-039,ZONA-04,fallido,10.106.136.196,0,,a750a0f64543bd69,a750a0f64543bd69
EVT-0000460,2026-06-03 18:10:00,USR-0025,JURADO_MESA,consultar_alertas,sistema_electoral,MESA-075,ZONA-05,exito,10.106.172.236,0,,f4b828f7fcdf2958,f4b828f7fcdf2958
EVT-0000461,2026-06-03 12:29:00,USR-0005,OPERADOR_PADRON,actualizar_padron,sistema_electoral,MESA-012,ZONA-02,exito,10.240.80.254,0,,af8a32e3cc3e806f,af8a32e3cc3e806f
EVT-0000462,2026-06-03 18:47:00,USR-0035,CLASIFICADOR_MANUAL,login,sistema_electoral,MESA-020,ZONA-10,exito,10.126.107.58,0,,c9dd7c7508f6d017,c9dd7c7508f6d017
EVT-0000463,2026-06-03 16:10:00,USR-0046,OPERADOR_TECNICO,generar_hash,sistema_electoral,MESA-011,ZONA-01,exito,10.171.241.75,0,,4729d1c1d251b8fc,4729d1c1d251b8fc
EVT-0000464,2026-06-03 18:07:00,USR-0049,ANALISTA_SEGURIDAD,consultar_alertas,sistema_electoral,MESA-076,ZONA-01,exito,10.23.187.103,0,,f4ffeb28f68269d5,f4ffeb28f68269d5
EVT-0000465,2026-06-03 09:36:00,USR-0004,OPERADOR_PADRON,aprobar_correccion,sistema_electoral,MESA-062,ZONA-02,exito,10.117.231.109,1,USR-0004,3c46eff59992957b,3c46eff59992957b
EVT-0000466,2026-06-03 12:45:00,USR-0019,JURADO_MESA,login,sistema_electoral,MESA-012,ZONA-02,exito,10.250.46.102,0,,d8cf96ca74acd808,d8cf96ca74acd808
EVT-0000467,2026-06-03 10:47:00,USR-0032,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-001,ZONA-01,exito,10.87.43.250,0,,609e3b28a1fbdb98,609e3b28a1fbdb98
EVT-0000468,2026-06-03 06:11:00,USR-0058,SERVICIO_SISTEMA,generar_hash,sistema_electoral,MESA-006,ZONA-06,fallido,10.155.154.146,0,,e159b2ada0222faa,e159b2ada0222faa
EVT-0000469,2026-06-03 15:52:00,USR-0034,CLASIFICADOR_MANUAL,logout,sistema_electoral,MESA-054,ZONA-04,exito,10.29.160.242,0,,b629e585837ca5d6,b629e585837ca5d6
EVT-0000470,2026-06-03 17:39:00,USR-0031,CLASIFICADOR_MANUAL,cargar_resultado,sistema_electoral,MESA-045,ZONA-10,exito,10.155.169.115,0,,baecc9544754e2fb,baecc9544754e2fb
EVT-0000471,2026-06-03 10:48:00,USR-0015,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-037,ZONA-02,exito,10.10.152.122,0,,faf93a19c283adbf,faf93a19c283adbf
EVT-0000472,2026-06-03 06:19:00,USR-0044,OPERADOR_TECNICO,generar_hash,sistema_electoral,MESA-069,ZONA-09,exito,10.55.241.218,0,,a6b49f445dcdb502,a6b49f445dcdb502
EVT-0000473,2026-06-03 18:04:00,USR-0033,CLASIFICADOR_MANUAL,clasificar_voto,sistema_electoral,MESA-014,ZONA-04,exito,10.141.177.225,0,,5d7a2a8db2100a52,5d7a2a8db2100a52
EVT-0000474,2026-06-03 16:49:00,USR-0031,CLASIFICADOR_MANUAL,logout,sistema_electoral,MESA-063,ZONA-03,exito,10.11.122.119,0,,63746e1369478f7d,63746e1369478f7d
EVT-0000475,2026-06-03 15:55:00,USR-0007,OPERADOR_PADRON,consultar_alertas,sistema_electoral,MESA-013,ZONA-03,fallido,10.20.72.79,0,,b8f8952c68404d19,b8f8952c68404d19
EVT-0000476,2026-06-03 15:54:00,USR-0038,SUPERVISOR_ESCRUTINIO,cargar_resultado,sistema_electoral,MESA-032,ZONA-07,exito,10.145.33.243,0,,ba9fe4fd2eb97bb4,ba9fe4fd2eb97bb4
EVT-0000477,2026-06-03 13:09:00,USR-0032,CLASIFICADOR_MANUAL,logout,sistema_electoral,MESA-045,ZONA-10,exito,10.179.120.248,0,,2db35b3f88c33e38,2db35b3f88c33e38
EVT-0000478,2026-06-03 19:06:00,USR-0034,CLASIFICADOR_MANUAL,clasificar_voto,sistema_electoral,MESA-044,ZONA-09,exito,10.205.166.49,0,,ded06baf3a446cf1,ded06baf3a446cf1
EVT-0000479,2026-06-03 10:26:00,USR-0011,JURADO_MESA,login,sistema_electoral,MESA-073,ZONA-03,exito,10.58.231.192,0,,bd999eae77864b44,bd999eae77864b44
EVT-0000480,2026-06-03 14:46:00,USR-0056,SERVICIO_SISTEMA,generar_hash,sistema_electoral,MESA-067,ZONA-07,exito,10.89.1.19,0,,4586a5b275bd7ef3,4586a5b275bd7ef3
EVT-0000481,2026-06-03 17:43:00,USR-0005,OPERADOR_PADRON,logout,sistema_electoral,MESA-001,ZONA-01,exito,10.10.76.188,0,,c47ff21ca110f7dc,c47ff21ca110f7dc
EVT-0000482,2026-06-03 17:18:00,USR-0028,CLASIFICADOR_MANUAL,login,sistema_electoral,MESA-018,ZONA-08,exito,10.32.51.26,0,,df6407d16e8770cb,df6407d16e8770cb
EVT-0000483,2026-06-03 07:23:00,USR-0022,JURADO_MESA,login,sistema_electoral,MESA-022,ZONA-02,exito,10.6.247.7,0,,662cfc28d2f3a1e2,662cfc28d2f3a1e2
EVT-0000484,2026-06-03 11:36:00,USR-0019,JURADO_MESA,consultar_alertas,sistema_electoral,MESA-049,ZONA-04,exito,10.95.119.98,0,,f58eb551842c2392,f58eb551842c2392
EVT-0000485,2026-06-03 09:52:00,USR-0028,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-044,ZONA-09,exito,10.78.133.215,0,,4807d496ae687fe1,4807d496ae687fe1
EVT-0000486,2026-06-03 11:39:00,USR-0042,OPERADOR_TECNICO,exportar_reporte,sistema_electoral,MESA-026,ZONA-01,exito,10.125.238.101,0,,ba623b536cf590e2,ba623b536cf590e2
EVT-0000487,2026-06-03 18:57:00,USR-0052,AUDITOR,login,sistema_electoral,MESA-060,ZONA-10,exito,10.51.69.41,0,,8e0e2609d3f91833,8e0e2609d3f91833
EVT-0000488,2026-06-03 07:16:00,USR-0040,SUPERVISOR_ESCRUTINIO,modificar_resultado,sistema_electoral,MESA-026,ZONA-01,exito,10.112.219.56,1,USR-0058,8425610365236bc6,9cd5c89929a794cc
EVT-0000489,2026-06-03 18:26:00,USR-0020,JURADO_MESA,logout,sistema_electoral,MESA-004,ZONA-04,exito,10.224.56.209,0,,312756922e818ef5,312756922e818ef5
EVT-0000490,2026-06-03 12:35:00,USR-0046,OPERADOR_TECNICO,consultar_alertas,sistema_electoral,MESA-035,ZONA-10,fallido,10.150.202.212,0,,321f9566bed93c35,321f9566bed93c35
EVT-0000491,2026-06-03 14:24:00,USR-0006,OPERADOR_PADRON,consultar_alertas,sistema_electoral,MESA-049,ZONA-04,exito,10.243.89.241,0,,5359fbb61dae6d7e,5359fbb61dae6d7e
EVT-0000492,2026-06-03 14:35:00,USR-0015,JURADO_MESA,logout,sistema_electoral,MESA-070,ZONA-10,exito,10.141.83.98,0,,f9f8d9aad9098aeb,f9f8d9aad9098aeb
EVT-0000493,2026-06-03 13:43:00,USR-0021,JURADO_MESA,login,sistema_electoral,MESA-037,ZONA-02,exito,10.189.84.105,0,,fa6e5098dd0695d2,fa6e5098dd0695d2
EVT-0000494,2026-06-03 07:47:00,USR-0003,OPERADOR_PADRON,consultar_alertas,sistema_electoral,MESA-039,ZONA-04,exito,10.134.230.77,0,,051b585b19a683e6,051b585b19a683e6
EVT-0000495,2026-06-03 13:19:00,USR-0004,OPERADOR_PADRON,consultar_alertas,sistema_electoral,MESA-059,ZONA-09,exito,10.155.35.232,0,,044c0b766ea8338d,044c0b766ea8338d
EVT-0000496,2026-06-03 09:29:00,USR-0033,CLASIFICADOR_MANUAL,login,sistema_electoral,MESA-077,ZONA-02,exito,10.191.115.161,0,,80417bf86eb8aa52,80417bf86eb8aa52
EVT-0000497,2026-06-03 07:40:00,USR-0028,CLASIFICADOR_MANUAL,clasificar_voto,sistema_electoral,MESA-028,ZONA-03,exito,10.97.81.33,0,,481bfbe198f2855c,481bfbe198f2855c
EVT-0000498,2026-06-03 11:24:00,USR-0038,SUPERVISOR_ESCRUTINIO,consultar_alertas,sistema_electoral,MESA-019,ZONA-09,exito,10.47.127.173,0,,a974dfd8ed1bd0fd,a974dfd8ed1bd0fd
EVT-0000499,2026-06-03 08:14:00,USR-0009,OPERADOR_PADRON,actualizar_padron,sistema_electoral,MESA-038,ZONA-03,exito,10.132.114.210,0,,3e4d87a91a999379,3e4d87a91a999379
EVT-0000500,2026-06-03 12:08:00,USR-0050,ANALISTA_SEGURIDAD,consultar_alertas,sistema_electoral,MESA-018,ZONA-08,exito,10.166.148.46,0,,fec93d78de203fa9,fec93d78de203fa9
EVT-0000501,2026-06-03 16:40:00,USR-0038,SUPERVISOR_ESCRUTINIO,login,sistema_electoral,MESA-056,ZONA-06,exito,10.190.112.201,0,,6e5ad1b9083d58a1,6e5ad1b9083d58a1
EVT-0000502,2026-06-03 11:32:00,USR-0002,ADMIN_ELECTORAL,modificar_resultado,sistema_electoral,MESA-061,ZONA-01,exito,10.207.16.127,1,USR-0030,0cddb42d778704d6,ec7177602dfa39d5
EVT-0000503,2026-06-03 07:17:00,USR-0056,SERVICIO_SISTEMA,generar_hash,sistema_electoral,MESA-015,ZONA-05,exito,10.37.157.165,0,,22171e71d524aa08,22171e71d524aa08
EVT-0000504,2026-06-03 06:07:00,USR-0030,CLASIFICADOR_MANUAL,login,sistema_electoral,MESA-078,ZONA-03,exito,10.216.251.114,0,,3217a9ea3e609214,3217a9ea3e609214
EVT-0000505,2026-06-03 17:25:00,USR-0009,OPERADOR_PADRON,login,sistema_electoral,MESA-053,ZONA-03,exito,10.10.210.213,0,,90e4345954449d66,90e4345954449d66
EVT-0000506,2026-06-03 07:01:00,USR-0040,SUPERVISOR_ESCRUTINIO,modificar_resultado,sistema_electoral,MESA-017,ZONA-07,exito,10.45.201.201,1,USR-0040,332ceade22875e5e,14c23774f644c54b
EVT-0000507,2026-06-03 14:06:00,USR-0042,OPERADOR_TECNICO,logout,sistema_electoral,MESA-015,ZONA-05,exito,10.95.194.243,0,,fd38d026035d954c,fd38d026035d954c
EVT-0000508,2026-06-03 14:55:00,USR-0028,CLASIFICADOR_MANUAL,login,sistema_electoral,MESA-029,ZONA-04,exito,10.193.183.113,0,,1285d07b658ca968,1285d07b658ca968
EVT-0000509,2026-06-03 09:19:00,USR-0036,SUPERVISOR_ESCRUTINIO,login,sistema_electoral,MESA-061,ZONA-01,exito,10.47.150.157,0,,54aed9fc5c4ed4e6,54aed9fc5c4ed4e6
EVT-0000510,2026-06-03 16:42:00,USR-0010,OPERADOR_PADRON,logout,sistema_electoral,MESA-033,ZONA-08,exito,10.210.124.11,0,,31f65569dff4da98,31f65569dff4da98
EVT-0000511,2026-06-03 07:28:00,USR-0029,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-016,ZONA-06,exito,10.88.48.160,0,,6e2229f255278aea,6e2229f255278aea
EVT-0000512,2026-06-03 16:00:00,USR-0003,OPERADOR_PADRON,actualizar_padron,sistema_electoral,MESA-067,ZONA-07,exito,10.20.248.148,0,,d2fb3b0db010e97f,d2fb3b0db010e97f
EVT-0000513,2026-06-03 07:20:00,USR-0058,SERVICIO_SISTEMA,generar_hash,sistema_electoral,MESA-056,ZONA-06,exito,10.121.14.226,0,,e9db5ab0071f7432,e9db5ab0071f7432
EVT-0000514,2026-06-03 06:31:00,USR-0022,JURADO_MESA,logout,sistema_electoral,MESA-049,ZONA-04,fallido,10.122.208.167,0,,5ad31602975ab34b,5ad31602975ab34b
EVT-0000515,2026-06-03 09:46:00,USR-0042,OPERADOR_TECNICO,consultar_alertas,sistema_electoral,MESA-049,ZONA-04,exito,10.191.235.61,0,,3ec2626ebe044b2e,3ec2626ebe044b2e
EVT-0000516,2026-06-03 09:13:00,USR-0014,JURADO_MESA,consultar_alertas,sistema_electoral,MESA-005,ZONA-05,exito,10.88.131.23,0,,2d0ee8c2c4b46578,2d0ee8c2c4b46578
EVT-0000517,2026-06-03 13:19:00,USR-0008,OPERADOR_PADRON,actualizar_padron,sistema_electoral,MESA-021,ZONA-01,exito,10.6.70.168,0,,ffc1f94469538cf3,ffc1f94469538cf3
EVT-0000518,2026-06-03 18:46:00,USR-0009,OPERADOR_PADRON,consultar_alertas,sistema_electoral,MESA-028,ZONA-03,exito,10.25.214.81,0,,d7ddca148174004e,d7ddca148174004e
EVT-0000519,2026-06-03 11:22:00,USR-0047,ANALISTA_SEGURIDAD,consultar_alertas,sistema_electoral,MESA-049,ZONA-04,fallido,10.118.175.55,0,,ae000834f1ed69d5,ae000834f1ed69d5
EVT-0000520,2026-06-03 17:22:00,USR-0051,AUDITOR,logout,sistema_electoral,MESA-067,ZONA-07,exito,10.176.62.166,0,,6e7831fdb9349256,6e7831fdb9349256
EVT-0000521,2026-06-03 14:35:00,USR-0033,CLASIFICADOR_MANUAL,clasificar_voto,sistema_electoral,MESA-012,ZONA-02,exito,10.49.76.34,0,,9faa3dd2d6073009,9faa3dd2d6073009
EVT-0000522,2026-06-03 18:24:00,USR-0043,OPERADOR_TECNICO,logout,sistema_electoral,MESA-016,ZONA-06,exito,10.56.220.42,0,,b968c83b507eb41e,b968c83b507eb41e
EVT-0000523,2026-06-03 09:16:00,USR-0021,JURADO_MESA,consultar_alertas,sistema_electoral,MESA-038,ZONA-03,exito,10.224.91.67,0,,aef8efa61fca7ddb,aef8efa61fca7ddb
EVT-0000524,2026-06-03 15:13:00,USR-0040,SUPERVISOR_ESCRUTINIO,consultar_alertas,sistema_electoral,MESA-004,ZONA-04,exito,10.196.100.185,0,,337f9e4fa743b34a,337f9e4fa743b34a
EVT-0000525,2026-06-03 13:04:00,USR-0007,OPERADOR_PADRON,logout,sistema_electoral,MESA-057,ZONA-07,exito,10.116.3.114,0,,a3047021763b6997,a3047021763b6997
EVT-0000526,2026-06-03 13:19:00,USR-0049,ANALISTA_SEGURIDAD,logout,sistema_electoral,MESA-030,ZONA-05,exito,10.168.39.155,0,,cc71f5b3ee80181d,cc71f5b3ee80181d
EVT-0000527,2026-06-03 07:06:00,USR-0028,CLASIFICADOR_MANUAL,logout,sistema_electoral,MESA-014,ZONA-04,exito,10.94.65.202,0,,b5db9e08c15344b0,b5db9e08c15344b0
EVT-0000528,2026-06-03 12:22:00,USR-0006,OPERADOR_PADRON,generar_hash,sistema_electoral,MESA-054,ZONA-04,exito,10.37.244.98,0,,09f50dbefaf08409,09f50dbefaf08409
EVT-0000529,2026-06-03 12:43:00,USR-0008,OPERADOR_PADRON,logout,sistema_electoral,MESA-024,ZONA-04,exito,10.219.152.198,0,,ba7bea1e8b542d77,ba7bea1e8b542d77
EVT-0000530,2026-06-03 08:00:00,USR-0016,JURADO_MESA,login,sistema_electoral,MESA-050,ZONA-05,exito,10.122.74.236,0,,8b870872fe8619ff,8b870872fe8619ff
EVT-0000531,2026-06-03 17:41:00,USR-0030,CLASIFICADOR_MANUAL,logout,sistema_electoral,MESA-035,ZONA-10,exito,10.101.36.66,0,,7522c945a13597a6,7522c945a13597a6
EVT-0000532,2026-06-03 19:01:00,USR-0042,OPERADOR_TECNICO,logout,sistema_electoral,MESA-062,ZONA-02,exito,10.184.50.61,0,,53c3c3f419183535,53c3c3f419183535
EVT-0000533,2026-06-03 12:40:00,USR-0035,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-048,ZONA-03,fallido,10.54.29.13,0,,1288da6a6c9560e6,1288da6a6c9560e6
EVT-0000534,2026-06-03 06:24:00,USR-0009,OPERADOR_PADRON,login,sistema_electoral,MESA-075,ZONA-05,exito,10.100.151.26,0,,92dea4e3b2611f29,92dea4e3b2611f29
EVT-0000535,2026-06-03 12:29:00,USR-0044,OPERADOR_TECNICO,cargar_resultado,sistema_electoral,MESA-039,ZONA-04,exito,10.167.57.91,0,,dd2ca1fc568376df,dd2ca1fc568376df
EVT-0000536,2026-06-03 12:33:00,USR-0058,SERVICIO_SISTEMA,publicar_reporte,sistema_electoral,MESA-038,ZONA-03,exito,10.9.77.244,0,,807cc84c3da4c193,807cc84c3da4c193
EVT-0000537,2026-06-03 06:45:00,USR-0040,SUPERVISOR_ESCRUTINIO,login,sistema_electoral,MESA-044,ZONA-09,exito,10.213.41.162,0,,cadfe0f765599818,cadfe0f765599818
EVT-0000538,2026-06-03 08:37:00,USR-0007,OPERADOR_PADRON,login,sistema_electoral,MESA-017,ZONA-07,exito,10.1.173.47,0,,91c1b633d3cc14a7,91c1b633d3cc14a7
EVT-0000539,2026-06-03 09:53:00,USR-0046,OPERADOR_TECNICO,logout,sistema_electoral,MESA-058,ZONA-08,exito,10.15.84.166,0,,9870bf8fdda837c0,9870bf8fdda837c0
EVT-0000540,2026-06-03 17:36:00,USR-0009,OPERADOR_PADRON,actualizar_padron,sistema_electoral,MESA-073,ZONA-03,exito,10.35.194.239,0,,39222f76e030a3d9,39222f76e030a3d9
EVT-0000541,2026-06-03 06:30:00,USR-0038,SUPERVISOR_ESCRUTINIO,aprobar_correccion,sistema_electoral,MESA-031,ZONA-06,exito,10.200.208.140,1,USR-0053,39d027048ff5cba9,39d027048ff5cba9
EVT-0000542,2026-06-03 15:54:00,USR-0012,JURADO_MESA,logout,sistema_electoral,MESA-066,ZONA-06,exito,10.58.205.193,0,,892002c3b077f790,892002c3b077f790
EVT-0000543,2026-06-03 11:16:00,USR-0004,OPERADOR_PADRON,login,sistema_electoral,MESA-067,ZONA-07,fallido,10.125.190.237,0,,0cee6a9821eaa59d,0cee6a9821eaa59d
EVT-0000544,2026-06-03 11:50:00,USR-0022,JURADO_MESA,logout,sistema_electoral,MESA-034,ZONA-09,exito,10.219.72.120,0,,13ae665bc3c04d60,13ae665bc3c04d60
EVT-0000545,2026-06-03 07:25:00,USR-0031,CLASIFICADOR_MANUAL,clasificar_voto,sistema_electoral,MESA-014,ZONA-04,exito,10.73.145.1,0,,5d9a80c6e7cb63e0,5d9a80c6e7cb63e0
EVT-0000546,2026-06-03 07:35:00,USR-0044,OPERADOR_TECNICO,consultar_alertas,sistema_electoral,MESA-032,ZONA-07,exito,10.153.169.219,0,,11678b9246c8d463,11678b9246c8d463
EVT-0000547,2026-06-03 10:33:00,USR-0015,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-003,ZONA-03,exito,10.156.116.234,0,,cfa9e513e3fd24be,cfa9e513e3fd24be
EVT-0000548,2026-06-03 16:51:00,USR-0015,JURADO_MESA,login,sistema_electoral,MESA-037,ZONA-02,exito,10.243.231.49,0,,e09a4de5fe02f994,e09a4de5fe02f994
EVT-0000549,2026-06-03 10:02:00,USR-0037,SUPERVISOR_ESCRUTINIO,cargar_resultado,sistema_electoral,MESA-055,ZONA-05,exito,10.97.16.115,0,,b942ef54f1f2726e,b942ef54f1f2726e
EVT-0000550,2026-06-03 08:34:00,USR-0005,OPERADOR_PADRON,logout,sistema_electoral,MESA-076,ZONA-01,exito,10.92.164.135,0,,e0fd7846491dad69,e0fd7846491dad69
EVT-0000551,2026-06-03 12:17:00,USR-0016,JURADO_MESA,consultar_alertas,sistema_electoral,MESA-069,ZONA-09,exito,10.118.26.148,0,,c996e70e8218bee1,c996e70e8218bee1
EVT-0000552,2026-06-03 13:14:00,USR-0059,SERVICIO_SISTEMA,generar_hash,sistema_electoral,MESA-076,ZONA-01,fallido,10.138.8.146,0,,8053c2ebe12afc17,8053c2ebe12afc17
EVT-0000553,2026-06-03 08:24:00,USR-0003,OPERADOR_PADRON,logout,sistema_electoral,MESA-009,ZONA-09,exito,10.95.167.61,0,,eba29e3ad7cfa32a,eba29e3ad7cfa32a
EVT-0000554,2026-06-03 06:23:00,USR-0048,ANALISTA_SEGURIDAD,logout,sistema_electoral,MESA-065,ZONA-05,exito,10.226.107.35,0,,c038f266a4929365,c038f266a4929365
EVT-0000555,2026-06-03 07:57:00,USR-0021,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-046,ZONA-01,exito,10.98.72.15,0,,3648200f00a9a395,3648200f00a9a395
EVT-0000556,2026-06-03 08:01:00,USR-0019,JURADO_MESA,logout,sistema_electoral,MESA-023,ZONA-03,exito,10.215.62.64,0,,e463c67ae5fbb4b0,e463c67ae5fbb4b0
EVT-0000557,2026-06-03 09:37:00,USR-0019,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-062,ZONA-02,exito,10.246.12.72,0,,d705165103f998ab,d705165103f998ab
EVT-0000558,2026-06-03 08:15:00,USR-0034,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-042,ZONA-07,exito,10.109.202.3,0,,9e638a3edc465762,9e638a3edc465762
EVT-0000559,2026-06-03 13:00:00,USR-0023,JURADO_MESA,registrar_checkin,sistema_electoral,MESA-052,ZONA-02,exito,10.25.4.186,0,,8f4bb9d06e5876d9,8f4bb9d06e5876d9
EVT-0000560,2026-06-03 08:15:00,USR-0007,OPERADOR_PADRON,login,sistema_electoral,MESA-011,ZONA-01,exito,10.79.129.243,0,,077f59fe3e4a0015,077f59fe3e4a0015
EVT-0000561,2026-06-03 13:31:00,USR-0054,AUDITOR,logout,sistema_electoral,MESA-054,ZONA-04,exito,10.172.239.65,0,,cc598f70078620da,cc598f70078620da
EVT-0000562,2026-06-03 08:05:00,USR-0001,ADMIN_ELECTORAL,generar_hash,sistema_electoral,MESA-068,ZONA-08,exito,10.160.232.253,0,,7b679a0e7297a5f2,7b679a0e7297a5f2
EVT-0000563,2026-06-03 19:03:00,USR-0001,ADMIN_ELECTORAL,publicar_reporte,sistema_electoral,MESA-010,ZONA-10,exito,10.90.203.23,0,,3630a43a9b5f4f01,3630a43a9b5f4f01
EVT-0000564,2026-06-03 14:19:00,USR-0009,OPERADOR_PADRON,exportar_reporte,sistema_electoral,MESA-045,ZONA-10,exito,10.194.148.221,0,,6e467a0eacaff4a4,6e467a0eacaff4a4
EVT-0000565,2026-06-03 06:58:00,USR-0034,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-042,ZONA-07,exito,10.155.124.18,0,,6a7f0d1de9da1c98,6a7f0d1de9da1c98
EVT-0000566,2026-06-03 12:03:00,USR-0034,CLASIFICADOR_MANUAL,clasificar_voto,sistema_electoral,MESA-072,ZONA-02,exito,10.19.167.66,0,,7d98acf06fc10e62,7d98acf06fc10e62
EVT-0000567,2026-06-03 16:30:00,USR-0034,CLASIFICADOR_MANUAL,consultar_alertas,sistema_electoral,MESA-019,ZONA-09,exito,10.166.195.157,0,,a2c342a9f6d34f77,a2c342a9f6d34f77
EVT-0000568,2026-06-03 11:46:00,USR-0010,OPERADOR_PADRON,logout,sistema_electoral,MESA-044,ZONA-09,exito,10.176.180.176,0,,fc8e0488593884a4,fc8e0488593884a4
EVT-0000569,2026-06-03 09:08:00,USR-0012,JURADO_MESA,login,sistema_electoral,MESA-028,ZONA-03,exito,10.222.82.8,0,,bc4bc81fdf41d361,bc4bc81fdf41d361
EVT-0000570,2026-06-03 18:05:00,USR-0005,OPERADOR_PADRON,consultar_alertas,sistema_electoral,MESA-010,ZONA-10,exito,10.125.14.47,0,,8338214ed3a8fcc0,8338214ed3a8fcc0
EVT-0000571,2026-06-03 11:46:00,USR-0003,OPERADOR_PADRON,logout,sistema_electoral,MESA-043,ZONA-08,exito,10.250.162.31,0,,24bcd2cf7e48817d,24bcd2cf7e48817d
EVT-0000572,2026-06-03 13:54:00,USR-0009,OPERADOR_PADRON,logout,sistema_electoral,MESA-034,ZONA-09,exito,10.119.157.239,0,,84464f589e7f18a2,84464f589e7f18a2
EVT-0000573,2026-06-03 09:10:00,USR-0056,SERVICIO_SISTEMA,publicar_reporte,sistema_electoral,MESA-012,ZONA-02,exito,10.140.206.155,0,,5e148f31bbb6cd98,5e148f31bbb6cd98
