voter_id,mesa_asignada,puesto_asignado,zona_asignada,municipio_asignado,circunscripcion_autorizada,tipo_boleta_autorizada,puede_votar_en_otro_puesto,justificacion_excepcion
V000938,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000939,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,inconsistencia_simulada_mesa
V000940,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000941,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000942,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000943,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000944,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000945,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000946,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000947,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000948,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V000949,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000950,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000951,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000952,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000953,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000954,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000955,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000956,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000957,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000958,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000959,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000960,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000961,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000962,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000963,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000964,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000965,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000966,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000967,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000968,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000969,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000970,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000971,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000972,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000973,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000974,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000975,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000976,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000977,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000978,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000979,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000980,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V000981,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V000982,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V000983,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000984,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V000985,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,especial,0,
V000986,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000987,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000988,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V000989,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V000990,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V000991,MESA-053,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000992,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000993,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000994,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V000995,MESA-016,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V000996,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V000997,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V000998,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V000999,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001000,MESA-037,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001001,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001002,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001003,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001004,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001005,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001006,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001007,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001008,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V001009,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001010,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001011,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001012,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001013,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001014,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001015,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001016,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V001017,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001018,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001019,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001020,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001021,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V001022,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001023,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001024,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001025,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001026,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001027,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V001028,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V001029,MESA-008,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001030,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001031,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001032,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001033,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001034,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001035,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001036,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001037,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001038,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001039,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001040,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001041,MESA-061,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V001042,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001043,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001044,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001045,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001046,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001047,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-03,municipal,0,
V001048,MESA-033,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001049,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001050,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001051,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001052,MESA-043,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001053,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001054,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V001055,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001056,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V001057,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001058,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-01,especial,0,inconsistencia_simulada_mesa
V001059,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V001060,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001061,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V001062,MESA-080,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001063,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V001064,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001065,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001066,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001067,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001068,MESA-005,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001069,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V001070,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001071,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001072,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001073,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001074,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001075,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001076,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001077,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001078,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V001079,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001080,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001081,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001082,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001083,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001084,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001085,MESA-056,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V001086,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001087,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001088,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001089,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001090,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V001091,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001092,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001093,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001094,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001095,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001096,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001097,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001098,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001099,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-05,nacional,0,
V001100,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001101,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001102,MESA-002,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001103,MESA-063,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001104,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001105,MESA-019,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001106,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001107,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001108,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001109,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V001110,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001111,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V001112,MESA-040,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001113,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001114,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,especial,0,
V001115,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001116,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001117,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001118,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V001119,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001120,MESA-029,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001121,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001122,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001123,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V001124,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001125,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001126,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001127,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001128,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001129,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001130,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001131,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001132,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001133,MESA-075,PUESTO-025,ZONA-05,MUN-05,CIRC-05,nacional,0,
V001134,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001135,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V001136,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001137,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001138,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001139,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001140,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001141,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001142,MESA-060,PUESTO-010,ZONA-10,MUN-05,CIRC-01,municipal,0,
V001143,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001144,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001145,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V001146,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001147,MESA-065,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001148,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-04,nacional,0,inconsistencia_simulada_mesa
V001149,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,municipal,0,
V001150,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001151,MESA-047,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001152,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001153,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001154,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001155,MESA-046,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V001156,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001157,MESA-027,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001158,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001159,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001160,MESA-049,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001161,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001162,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001163,MESA-054,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001164,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001165,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V001166,MESA-036,PUESTO-011,ZONA-01,MUN-01,CIRC-01,especial,0,
V001167,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001168,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001169,MESA-059,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001170,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001171,MESA-073,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001172,MESA-072,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001173,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V001174,MESA-035,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001175,MESA-005,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001176,MESA-014,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001177,MESA-030,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001178,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001179,MESA-039,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001180,MESA-064,PUESTO-014,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001181,MESA-025,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001182,MESA-028,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001183,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V001184,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V001185,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001186,MESA-022,PUESTO-022,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001187,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V001188,MESA-023,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001189,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001190,MESA-020,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001191,MESA-038,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001192,MESA-055,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001193,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001194,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001195,MESA-001,PUESTO-001,ZONA-01,MUN-01,CIRC-01,nacional,0,
V001196,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001197,MESA-057,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001198,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001199,MESA-005,PUESTO-005,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001200,MESA-026,PUESTO-001,ZONA-01,MUN-01,CIRC-05,municipal,0,inconsistencia_simulada_mesa
V001201,MESA-042,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001202,MESA-012,PUESTO-012,ZONA-02,MUN-02,CIRC-02,municipal,0,
V001203,MESA-018,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001204,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V001205,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001206,MESA-079,PUESTO-004,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001207,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001208,MESA-068,PUESTO-018,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001209,MESA-071,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V001210,MESA-062,PUESTO-012,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001211,MESA-041,PUESTO-016,ZONA-06,MUN-01,CIRC-01,municipal,0,
V001212,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001213,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001214,MESA-045,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001215,MESA-058,PUESTO-008,ZONA-08,MUN-03,CIRC-03,municipal,0,
V001216,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V001217,MESA-034,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001218,MESA-044,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001219,MESA-015,PUESTO-015,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001220,MESA-078,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001221,MESA-070,PUESTO-020,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001222,MESA-050,PUESTO-025,ZONA-05,MUN-05,CIRC-05,municipal,0,
V001223,MESA-032,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001224,MESA-067,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001225,MESA-003,PUESTO-003,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001226,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001227,MESA-051,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V001228,MESA-031,PUESTO-006,ZONA-06,MUN-01,CIRC-02,nacional,0,inconsistencia_simulada_mesa
V001229,MESA-076,PUESTO-001,ZONA-01,MUN-01,CIRC-01,especial,0,
V001230,MESA-048,PUESTO-023,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001231,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001232,MESA-007,PUESTO-007,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001233,MESA-013,PUESTO-013,ZONA-03,MUN-03,CIRC-03,municipal,0,
V001234,MESA-066,PUESTO-016,ZONA-06,MUN-01,CIRC-01,especial,0,
V001235,MESA-004,PUESTO-004,ZONA-04,MUN-04,CIRC-01,nacional,0,
V001236,MESA-010,PUESTO-010,ZONA-10,MUN-05,CIRC-05,municipal,0,
V001237,MESA-017,PUESTO-017,ZONA-07,MUN-02,CIRC-02,nacional,0,
V001238,MESA-052,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001239,MESA-006,PUESTO-006,ZONA-06,MUN-01,CIRC-01,especial,0,
V001240,MESA-069,PUESTO-019,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001241,MESA-074,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
V001242,MESA-009,PUESTO-009,ZONA-09,MUN-04,CIRC-04,nacional,0,
V001243,MESA-077,PUESTO-002,ZONA-02,MUN-02,CIRC-02,nacional,0,
V001244,MESA-021,PUESTO-021,ZONA-01,MUN-01,CIRC-01,especial,0,
V001245,MESA-024,PUESTO-024,ZONA-04,MUN-04,CIRC-04,nacional,0,
