ballot_id,mesa_id,voter_id,marca_simulada,clasificacion_objetiva,clasificacion_jurado,clasificacion_auditoria,usuario_clasificador
BAL-0000911,MESA-031,V002061,blanco,blanco,blanco,blanco,USR-0030
BAL-0000912,MESA-011,V003642,candidato_C,valido,valido,valido,USR-0032
BAL-0000913,MESA-076,V001552,candidato_A,valido,valido,valido,USR-0034
BAL-0000914,MESA-036,V001265,candidato_A,valido,valido,valido,USR-0035
BAL-0000915,MESA-002,V004123,candidato_B,valido,valido,valido,USR-0035
BAL-0000916,MESA-003,V001292,candidato_A,valido,valido,valido,USR-0034
BAL-0000917,MESA-020,V002780,blanco,blanco,blanco,blanco,USR-0034
BAL-0000918,MESA-021,V000408,candidato_C,valido,valido,valido,USR-0029
BAL-0000919,MESA-051,V000968,candidato_B,valido,valido,valido,USR-0029
BAL-0000920,MESA-045,V004172,candidato_B,valido,valido,valido,USR-0033
BAL-0000921,MESA-042,V000552,candidato_A,valido,valido,valido,USR-0028
BAL-0000922,MESA-035,V003022,candidato_A,valido,valido,valido,USR-0035
BAL-0000923,MESA-041,V001281,candidato_B,valido,valido,valido,USR-0030
BAL-0000924,MESA-076,V004820,candidato_B,valido,valido,valido,USR-0028
BAL-0000925,MESA-058,V001441,candidato_A,valido,valido,valido,USR-0035
BAL-0000926,MESA-051,V003878,candidato_B,valido,valido,valido,USR-0031
BAL-0000927,MESA-057,V000300,candidato_C,valido,valido,valido,USR-0028
BAL-0000928,MESA-049,V001469,candidato_C,valido,valido,valido,USR-0028
BAL-0000929,MESA-067,V004331,candidato_A,valido,valido,valido,USR-0032
BAL-0000930,MESA-010,V000084,candidato_B,valido,valido,valido,USR-0031
BAL-0000931,MESA-011,V004432,candidato_B,valido,invalido,valido,USR-0030
BAL-0000932,MESA-076,V001413,candidato_B,valido,invalido,valido,USR-0030
BAL-0000933,MESA-016,V002817,candidato_A,valido,valido,valido,USR-0032
BAL-0000934,MESA-075,V002352,candidato_B,valido,valido,valido,USR-0034
BAL-0000935,MESA-016,V000604,candidato_B,valido,valido,valido,USR-0034
BAL-0000936,MESA-001,V000746,candidato_C,valido,valido,valido,USR-0031
BAL-0000937,MESA-024,V001245,candidato_C,valido,valido,valido,USR-0030
BAL-0000938,MESA-055,V001713,blanco,blanco,blanco,blanco,USR-0033
BAL-0000939,MESA-013,V003803,candidato_B,valido,valido,valido,USR-0029
BAL-0000940,MESA-016,V002506,candidato_A,valido,valido,valido,USR-0028
BAL-0000941,MESA-015,V001368,candidato_B,valido,valido,valido,USR-0034
BAL-0000942,MESA-077,V000032,candidato_B,valido,valido,valido,USR-0032
BAL-0000943,MESA-034,V003374,candidato_B,valido,valido,valido,USR-0029
BAL-0000944,MESA-003,V003797,candidato_A,valido,valido,valido,USR-0029
BAL-0000945,MESA-007,V002526,candidato_C,valido,valido,valido,USR-0030
BAL-0000946,MESA-020,V000034,candidato_B,valido,valido,valido,USR-0033
BAL-0000947,MESA-053,V000684,candidato_A,valido,valido,valido,USR-0035
BAL-0000948,MESA-022,V003353,candidato_A,valido,valido,valido,USR-0035
BAL-0000949,MESA-073,V003250,candidato_B,valido,valido,valido,USR-0029
BAL-0000950,MESA-024,V002745,candidato_A,valido,valido,valido,USR-0028
BAL-0000951,MESA-060,V002261,sin_marca,invalido,invalido,invalido,USR-0028
BAL-0000952,MESA-052,V001731,candidato_B,valido,valido,valido,USR-0034
BAL-0000953,MESA-010,V001337,candidato_B,valido,valido,valido,USR-0034
BAL-0000954,MESA-044,V000343,candidato_B,valido,valido,valido,USR-0035
BAL-0000955,MESA-022,V004917,candidato_B,valido,valido,valido,USR-0028
BAL-0000956,MESA-058,V003328,candidato_B,valido,valido,valido,USR-0031
BAL-0000957,MESA-056,V000329,candidato_A,valido,valido,valido,USR-0031
BAL-0000958,MESA-074,V000109,candidato_A,valido,valido,valido,USR-0028
BAL-0000959,MESA-019,V003899,candidato_A,valido,valido,valido,USR-0030
BAL-0000960,MESA-077,V002637,candidato_C,valido,valido,valido,USR-0030
BAL-0000961,MESA-079,V002374,candidato_A,valido,valido,valido,USR-0028
BAL-0000962,MESA-071,V004341,candidato_C,valido,valido,valido,USR-0033
BAL-0000963,MESA-036,V002611,candidato_A,valido,valido,valido,USR-0034
BAL-0000964,MESA-075,V002764,candidato_A,valido,valido,valido,USR-0030
BAL-0000965,MESA-018,V003423,candidato_A,valido,valido,valido,USR-0029
BAL-0000966,MESA-078,V003517,candidato_C,valido,valido,valido,USR-0028
BAL-0000967,MESA-011,V002975,candidato_A,valido,valido,valido,USR-0035
BAL-0000968,MESA-043,V000969,candidato_B,valido,valido,valido,USR-0032
BAL-0000969,MESA-069,V001703,candidato_B,valido,valido,valido,USR-0035
BAL-0000970,MESA-045,V000553,candidato_A,valido,valido,valido,USR-0035
BAL-0000971,MESA-014,V004575,candidato_C,valido,valido,valido,USR-0029
BAL-0000972,MESA-013,V003287,candidato_B,valido,valido,valido,USR-0030
BAL-0000973,MESA-052,V001238,candidato_A,valido,valido,valido,USR-0031
BAL-0000974,MESA-022,V000380,candidato_B,valido,valido,valido,USR-0030
BAL-0000975,MESA-023,V002662,candidato_A,valido,valido,valido,USR-0029
BAL-0000976,MESA-069,V004352,candidato_C,valido,valido,valido,USR-0030
BAL-0000977,MESA-012,V003778,candidato_A,valido,valido,valido,USR-0028
BAL-0000978,MESA-009,V003263,blanco,blanco,blanco,blanco,USR-0029
BAL-0000979,MESA-015,V001536,candidato_C,valido,valido,valido,USR-0035
BAL-0000980,MESA-028,V001345,candidato_B,valido,valido,valido,USR-0034
BAL-0000981,MESA-009,V002805,candidato_A,valido,invalido,valido,USR-0029
BAL-0000982,MESA-023,V000064,candidato_C,valido,valido,valido,USR-0035
BAL-0000983,MESA-078,V004067,candidato_B,valido,valido,valido,USR-0029
BAL-0000984,MESA-055,V001435,candidato_B,valido,valido,valido,USR-0032
BAL-0000985,MESA-075,V000524,blanco,blanco,nulo,blanco,USR-0032
BAL-0000986,MESA-010,V002515,candidato_A,valido,valido,valido,USR-0034
BAL-0000987,MESA-004,V002340,candidato_A,valido,valido,valido,USR-0035
BAL-0000988,MESA-010,V000175,candidato_A,valido,valido,valido,USR-0028
BAL-0000989,MESA-070,V000868,candidato_A,valido,valido,valido,USR-0033
BAL-0000990,MESA-025,V001742,candidato_C,valido,valido,valido,USR-0028
BAL-0000991,MESA-078,V000471,candidato_A,valido,valido,valido,USR-0029
BAL-0000992,MESA-045,V003046,candidato_C,valido,valido,valido,USR-0032
BAL-0000993,MESA-058,V001857,candidato_A,valido,invalido,valido,USR-0030
BAL-0000994,MESA-024,V002757,candidato_A,valido,valido,valido,USR-0028
BAL-0000995,MESA-077,V004029,candidato_B,valido,valido,valido,USR-0031
BAL-0000996,MESA-011,V002084,candidato_A,valido,valido,valido,USR-0029
BAL-0000997,MESA-044,V004212,candidato_A,valido,valido,valido,USR-0029
BAL-0000998,MESA-063,V004748,candidato_B,valido,valido,valido,USR-0035
BAL-0000999,MESA-008,V000272,candidato_A,valido,valido,valido,USR-0032
BAL-0001000,MESA-019,V004190,candidato_B,valido,valido,valido,USR-0028
BAL-0001001,MESA-076,V004565,candidato_A,valido,valido,valido,USR-0032
BAL-0001002,MESA-069,V001842,candidato_B,valido,valido,valido,USR-0035
BAL-0001003,MESA-063,V004240,candidato_C,valido,valido,valido,USR-0032
BAL-0001004,MESA-025,V001823,candidato_A,valido,valido,valido,USR-0033
BAL-0001005,MESA-043,V003714,candidato_A,valido,valido,valido,USR-0028
BAL-0001006,MESA-037,V000685,candidato_B,valido,valido,valido,USR-0034
BAL-0001007,MESA-011,V002183,candidato_A,valido,valido,valido,USR-0028
BAL-0001008,MESA-046,V003613,candidato_A,valido,valido,valido,USR-0030
BAL-0001009,MESA-044,V004949,candidato_B,valido,valido,valido,USR-0035
BAL-0001010,MESA-014,V004938,candidato_C,valido,valido,valido,USR-0033
BAL-0001011,MESA-064,V003219,candidato_B,valido,valido,valido,USR-0030
BAL-0001012,MESA-076,V001961,candidato_A,valido,valido,valido,USR-0033
BAL-0001013,MESA-078,V002187,candidato_C,valido,valido,valido,USR-0030
BAL-0001014,MESA-069,V004017,candidato_C,valido,valido,valido,USR-0028
BAL-0001015,MESA-066,V001388,marca_ambigua,nulo,nulo,nulo,USR-0034
BAL-0001016,MESA-020,V003169,candidato_A,valido,valido,valido,USR-0034
BAL-0001017,MESA-021,V003504,marca_ambigua,nulo,nulo,nulo,USR-0032
BAL-0001018,MESA-050,V003946,candidato_B,valido,valido,valido,USR-0031
BAL-0001019,MESA-044,V004918,candidato_A,valido,valido,valido,USR-0035
BAL-0001020,MESA-016,V003180,candidato_A,valido,valido,valido,USR-0035
BAL-0001021,MESA-061,V000194,candidato_C,valido,valido,valido,USR-0032
BAL-0001022,MESA-012,V001202,candidato_A,valido,valido,valido,USR-0028
BAL-0001023,MESA-077,V001523,candidato_A,valido,valido,valido,USR-0032
BAL-0001024,MESA-080,V003634,candidato_B,valido,valido,valido,USR-0032
BAL-0001025,MESA-078,V001006,candidato_A,valido,valido,valido,USR-0032
BAL-0001026,MESA-080,V004327,candidato_C,valido,valido,valido,USR-0032
BAL-0001027,MESA-008,V004008,candidato_A,valido,valido,valido,USR-0029
BAL-0001028,MESA-027,V000775,candidato_B,valido,valido,valido,USR-0028
BAL-0001029,MESA-029,V004883,candidato_A,valido,valido,valido,USR-0033
BAL-0001030,MESA-021,V001449,candidato_A,valido,valido,valido,USR-0034
BAL-0001031,MESA-032,V003361,candidato_A,valido,valido,valido,USR-0030
BAL-0001032,MESA-003,V003205,blanco,blanco,nulo,blanco,USR-0031
BAL-0001033,MESA-037,V003887,candidato_A,valido,valido,valido,USR-0029
BAL-0001034,MESA-017,V000420,candidato_C,valido,valido,valido,USR-0030
BAL-0001035,MESA-031,V000137,candidato_A,valido,valido,valido,USR-0034
BAL-0001036,MESA-080,V002754,candidato_A,valido,valido,valido,USR-0028
BAL-0001037,MESA-078,V004455,candidato_A,valido,valido,valido,USR-0029
BAL-0001038,MESA-080,V003788,candidato_A,valido,valido,valido,USR-0029
BAL-0001039,MESA-029,V003054,candidato_A,valido,valido,valido,USR-0032
BAL-0001040,MESA-047,V002782,candidato_B,valido,valido,valido,USR-0032
BAL-0001041,MESA-017,V002366,candidato_B,valido,valido,valido,USR-0032
BAL-0001042,MESA-064,V001520,candidato_A,valido,valido,valido,USR-0031
BAL-0001043,MESA-026,V000691,candidato_A,valido,valido,valido,USR-0028
BAL-0001044,MESA-077,V003110,candidato_B,valido,valido,valido,USR-0034
BAL-0001045,MESA-043,V002649,candidato_A,valido,invalido,valido,USR-0030
BAL-0001046,MESA-017,V002650,candidato_B,valido,valido,valido,USR-0033
BAL-0001047,MESA-051,V004102,marca_ambigua,invalido,invalido,invalido,USR-0034
BAL-0001048,MESA-007,V001762,candidato_B,valido,valido,valido,USR-0032
BAL-0001049,MESA-054,V003165,candidato_B,valido,valido,valido,USR-0029
BAL-0001050,MESA-041,V003052,candidato_A,valido,valido,valido,USR-0035
BAL-0001051,MESA-033,V002635,candidato_C,valido,valido,valido,USR-0031
BAL-0001052,MESA-040,V000864,candidato_B,valido,valido,valido,USR-0032
BAL-0001053,MESA-048,V004165,candidato_A,valido,valido,valido,USR-0035
BAL-0001054,MESA-035,V003738,candidato_B,valido,valido,valido,USR-0028
BAL-0001055,MESA-001,V001171,candidato_C,valido,valido,valido,USR-0030
BAL-0001056,MESA-053,V002119,candidato_C,valido,valido,valido,USR-0031
BAL-0001057,MESA-077,V002344,candidato_B,valido,valido,valido,USR-0028
BAL-0001058,MESA-020,V003324,candidato_C,valido,valido,valido,USR-0035
BAL-0001059,MESA-069,V001904,candidato_A,valido,valido,valido,USR-0030
BAL-0001060,MESA-016,V000846,candidato_A,valido,valido,valido,USR-0031
BAL-0001061,MESA-077,V001022,candidato_B,valido,valido,valido,USR-0031
BAL-0001062,MESA-003,V002247,candidato_A,valido,valido,valido,USR-0035
BAL-0001063,MESA-067,V004834,candidato_C,valido,valido,valido,USR-0035
BAL-0001064,MESA-008,V003070,candidato_A,valido,valido,valido,USR-0029
BAL-0001065,MESA-003,V002947,candidato_B,valido,valido,valido,USR-0032
BAL-0001066,MESA-014,V003988,candidato_B,valido,valido,valido,USR-0030
BAL-0001067,MESA-038,V000469,candidato_A,valido,valido,valido,USR-0030
BAL-0001068,MESA-072,V001300,candidato_A,valido,valido,valido,USR-0030
BAL-0001069,MESA-071,V004044,candidato_A,valido,valido,valido,USR-0031
BAL-0001070,MESA-037,V000874,candidato_C,valido,valido,valido,USR-0033
BAL-0001071,MESA-052,V002348,candidato_B,valido,valido,valido,USR-0032
BAL-0001072,MESA-026,V000747,blanco,blanco,blanco,blanco,USR-0031
BAL-0001073,MESA-017,V002994,candidato_B,valido,valido,valido,USR-0034
BAL-0001074,MESA-050,V004434,candidato_A,valido,valido,valido,USR-0035
BAL-0001075,MESA-065,V003594,candidato_C,valido,valido,valido,USR-0031
BAL-0001076,MESA-059,V002480,candidato_A,valido,valido,valido,USR-0035
BAL-0001077,MESA-031,V003025,blanco,blanco,blanco,blanco,USR-0030
BAL-0001078,MESA-016,V000594,candidato_B,valido,valido,valido,USR-0029
BAL-0001079,MESA-030,V001710,candidato_A,valido,valido,valido,USR-0033
BAL-0001080,MESA-053,V000929,candidato_B,valido,valido,valido,USR-0029
BAL-0001081,MESA-046,V001964,candidato_A,valido,valido,valido,USR-0034
BAL-0001082,MESA-041,V004532,candidato_B,valido,valido,valido,USR-0028
BAL-0001083,MESA-038,V000696,multiple_marca,nulo,invalido,nulo,USR-0030
BAL-0001084,MESA-076,V003709,blanco,blanco,blanco,blanco,USR-0032
BAL-0001085,MESA-004,V002098,candidato_B,valido,valido,valido,USR-0028
BAL-0001086,MESA-044,V003347,candidato_C,valido,valido,valido,USR-0031
BAL-0001087,MESA-018,V000075,candidato_B,valido,valido,valido,USR-0035
BAL-0001088,MESA-016,V003265,candidato_B,valido,valido,valido,USR-0029
BAL-0001089,MESA-060,V000151,candidato_A,valido,valido,valido,USR-0031
BAL-0001090,MESA-027,V001751,candidato_B,valido,valido,valido,USR-0034
BAL-0001091,MESA-037,V002820,blanco,blanco,blanco,blanco,USR-0028
BAL-0001092,MESA-071,V003485,multiple_marca,nulo,nulo,nulo,USR-0028
BAL-0001093,MESA-009,V001170,candidato_A,valido,valido,valido,USR-0035
BAL-0001094,MESA-056,V000362,candidato_C,valido,valido,valido,USR-0028
BAL-0001095,MESA-031,V001473,candidato_C,valido,valido,valido,USR-0031
BAL-0001096,MESA-016,V001428,candidato_A,valido,valido,valido,USR-0032
BAL-0001097,MESA-063,V000500,candidato_A,valido,valido,valido,USR-0030
BAL-0001098,MESA-042,V002729,candidato_B,valido,valido,valido,USR-0028
BAL-0001099,MESA-054,V000739,candidato_B,valido,valido,valido,USR-0028
BAL-0001100,MESA-050,V000226,candidato_B,valido,valido,valido,USR-0028
BAL-0001101,MESA-019,V003913,candidato_A,valido,valido,valido,USR-0029
BAL-0001102,MESA-025,V003247,candidato_B,valido,valido,valido,USR-0028
BAL-0001103,MESA-032,V004501,candidato_C,valido,valido,valido,USR-0031
BAL-0001104,MESA-013,V002905,candidato_A,valido,valido,valido,USR-0028
BAL-0001105,MESA-028,V003724,candidato_A,valido,valido,valido,USR-0034
BAL-0001106,MESA-030,V002873,marca_ambigua,nulo,nulo,nulo,USR-0029
BAL-0001107,MESA-061,V001421,candidato_A,valido,valido,valido,USR-0028
BAL-0001108,MESA-064,V003739,candidato_C,valido,valido,valido,USR-0032
BAL-0001109,MESA-025,V001880,candidato_A,valido,valido,valido,USR-0035
BAL-0001110,MESA-003,V003558,candidato_B,valido,valido,valido,USR-0029
BAL-0001111,MESA-058,V001455,candidato_C,valido,valido,valido,USR-0032
BAL-0001112,MESA-070,V002052,candidato_A,valido,valido,valido,USR-0032
BAL-0001113,MESA-070,V003395,candidato_A,valido,valido,valido,USR-0035
BAL-0001114,MESA-072,V002381,candidato_A,valido,valido,valido,USR-0035
BAL-0001115,MESA-050,V001047,candidato_A,valido,valido,valido,USR-0032
BAL-0001116,MESA-024,V000759,candidato_B,valido,valido,valido,USR-0032
BAL-0001117,MESA-041,V004428,candidato_B,valido,valido,valido,USR-0034
BAL-0001118,MESA-041,V000479,candidato_A,valido,invalido,valido,USR-0030
BAL-0001119,MESA-011,V004592,candidato_B,valido,valido,valido,USR-0032
BAL-0001120,MESA-052,V002305,marca_ambigua,invalido,invalido,invalido,USR-0034
BAL-0001121,MESA-019,V004795,marca_ambigua,invalido,invalido,invalido,USR-0029
BAL-0001122,MESA-037,V001429,candidato_A,valido,valido,valido,USR-0031
BAL-0001123,MESA-014,V000391,blanco,blanco,blanco,blanco,USR-0030
BAL-0001124,MESA-035,V001945,candidato_B,valido,valido,valido,USR-0031
BAL-0001125,MESA-032,V002037,candidato_C,valido,valido,valido,USR-0029
BAL-0001126,MESA-013,V004457,candidato_B,valido,valido,valido,USR-0034
BAL-0001127,MESA-056,V000393,candidato_C,valido,valido,valido,USR-0030
BAL-0001128,MESA-027,V003601,candidato_A,valido,valido,valido,USR-0032
BAL-0001129,MESA-013,V001715,candidato_B,valido,valido,valido,USR-0031
BAL-0001130,MESA-075,V001745,candidato_A,valido,valido,valido,USR-0035
BAL-0001131,MESA-080,V004273,candidato_A,valido,valido,valido,USR-0030
BAL-0001132,MESA-050,V001753,candidato_A,valido,valido,valido,USR-0035
BAL-0001133,MESA-011,V004299,candidato_B,valido,valido,valido,USR-0029
BAL-0001134,MESA-029,V000183,blanco,blanco,blanco,blanco,USR-0031
BAL-0001135,MESA-009,V001138,candidato_B,valido,valido,valido,USR-0032
BAL-0001136,MESA-039,V002892,candidato_B,valido,valido,valido,USR-0035
BAL-0001137,MESA-073,V002379,candidato_B,valido,valido,valido,USR-0032
BAL-0001138,MESA-080,V001975,candidato_A,valido,invalido,valido,USR-0030
BAL-0001139,MESA-038,V003044,marca_ambigua,nulo,invalido,nulo,USR-0030
BAL-0001140,MESA-042,V003063,candidato_B,valido,valido,valido,USR-0028
BAL-0001141,MESA-042,V003011,candidato_B,valido,valido,valido,USR-0030
BAL-0001142,MESA-014,V001474,multiple_marca,nulo,nulo,nulo,USR-0031
BAL-0001143,MESA-077,V003663,blanco,blanco,blanco,blanco,USR-0030
BAL-0001144,MESA-043,V003131,candidato_A,valido,valido,valido,USR-0032
BAL-0001145,MESA-042,V003868,candidato_A,valido,invalido,valido,USR-0030
BAL-0001146,MESA-014,V001125,candidato_C,valido,valido,valido,USR-0034
BAL-0001147,MESA-049,V001479,candidato_C,valido,valido,valido,USR-0035
BAL-0001148,MESA-047,V001596,candidato_A,valido,valido,valido,USR-0032
BAL-0001149,MESA-007,V000744,candidato_C,valido,valido,valido,USR-0029
BAL-0001150,MESA-003,V004194,candidato_B,valido,valido,valido,USR-0033
BAL-0001151,MESA-016,V003776,candidato_C,valido,valido,valido,USR-0028
BAL-0001152,MESA-009,V000026,candidato_A,valido,valido,valido,USR-0035
BAL-0001153,MESA-021,V004464,candidato_C,valido,valido,valido,USR-0034
BAL-0001154,MESA-033,V002308,candidato_B,valido,valido,valido,USR-0033
BAL-0001155,MESA-054,V002771,candidato_B,valido,valido,valido,USR-0028
BAL-0001156,MESA-016,V002028,candidato_B,valido,valido,valido,USR-0035
BAL-0001157,MESA-016,V000410,candidato_A,valido,valido,valido,USR-0029
BAL-0001158,MESA-044,V003717,candidato_B,valido,valido,valido,USR-0033
BAL-0001159,MESA-022,V004094,candidato_B,valido,valido,valido,USR-0028
BAL-0001160,MESA-067,V002711,candidato_B,valido,valido,valido,USR-0029
BAL-0001161,MESA-029,V000386,candidato_B,valido,valido,valido,USR-0031
BAL-0001162,MESA-057,V001282,candidato_B,valido,valido,valido,USR-0032
BAL-0001163,MESA-056,V000127,candidato_B,valido,valido,valido,USR-0031
BAL-0001164,MESA-039,V002539,candidato_C,valido,valido,valido,USR-0035
BAL-0001165,MESA-026,V000570,candidato_C,valido,valido,valido,USR-0031
BAL-0001166,MESA-007,V001012,candidato_A,valido,valido,valido,USR-0030
BAL-0001167,MESA-058,V003641,candidato_B,valido,valido,valido,USR-0033
BAL-0001168,MESA-066,V003648,candidato_B,valido,valido,valido,USR-0033
BAL-0001169,MESA-055,V000533,candidato_A,valido,valido,valido,USR-0035
BAL-0001170,MESA-044,V003921,candidato_B,valido,valido,valido,USR-0030
BAL-0001171,MESA-061,V003991,candidato_B,valido,valido,valido,USR-0029
BAL-0001172,MESA-077,V002560,marca_ambigua,nulo,valido,nulo,USR-0028
BAL-0001173,MESA-078,V003396,candidato_C,valido,valido,valido,USR-0030
BAL-0001174,MESA-002,V002956,candidato_A,valido,valido,valido,USR-0032
BAL-0001175,MESA-071,V002180,candidato_A,valido,valido,valido,USR-0034
BAL-0001176,MESA-013,V001280,candidato_A,valido,valido,valido,USR-0029
BAL-0001177,MESA-042,V004829,candidato_A,valido,valido,valido,USR-0031
BAL-0001178,MESA-030,V002162,candidato_A,valido,valido,valido,USR-0032
BAL-0001179,MESA-058,V000445,candidato_C,valido,valido,valido,USR-0032
BAL-0001180,MESA-004,V000870,candidato_C,valido,invalido,valido,USR-0033
BAL-0001181,MESA-008,V000731,candidato_A,valido,valido,valido,USR-0033
BAL-0001182,MESA-029,V003746,candidato_A,valido,valido,valido,USR-0029
BAL-0001183,MESA-072,V001747,candidato_B,valido,valido,valido,USR-0031
BAL-0001184,MESA-075,V001545,candidato_B,valido,valido,valido,USR-0028
BAL-0001185,MESA-047,V004181,blanco,blanco,blanco,blanco,USR-0029
BAL-0001186,MESA-056,V004274,candidato_A,valido,valido,valido,USR-0031
BAL-0001187,MESA-041,V000222,candidato_C,valido,valido,valido,USR-0029
BAL-0001188,MESA-047,V003092,candidato_A,valido,valido,valido,USR-0034
BAL-0001189,MESA-057,V004860,candidato_B,valido,valido,valido,USR-0035
BAL-0001190,MESA-071,V001209,marca_ambigua,invalido,invalido,invalido,USR-0030
BAL-0001191,MESA-027,V000174,candidato_A,valido,valido,valido,USR-0035
BAL-0001192,MESA-013,V000117,candidato_A,valido,valido,valido,USR-0028
BAL-0001193,MESA-008,V002928,multiple_marca,nulo,nulo,nulo,USR-0030
BAL-0001194,MESA-062,V000152,candidato_C,valido,valido,valido,USR-0028
BAL-0001195,MESA-002,V000963,candidato_A,valido,valido,valido,USR-0034
BAL-0001196,MESA-071,V004671,candidato_C,valido,valido,valido,USR-0031
BAL-0001197,MESA-028,V000036,candidato_A,valido,valido,valido,USR-0034
BAL-0001198,MESA-007,V001092,candidato_B,valido,valido,valido,USR-0029
BAL-0001199,MESA-016,V004794,candidato_A,valido,valido,valido,USR-0034
BAL-0001200,MESA-072,V002260,candidato_B,valido,valido,valido,USR-0030
BAL-0001201,MESA-005,V002443,candidato_B,valido,valido,valido,USR-0031
BAL-0001202,MESA-024,V003123,marca_ambigua,invalido,invalido,invalido,USR-0029
BAL-0001203,MESA-058,V000806,candidato_A,valido,valido,valido,USR-0034
BAL-0001204,MESA-039,V000946,candidato_A,valido,valido,valido,USR-0030
BAL-0001205,MESA-024,V002755,candidato_B,valido,valido,valido,USR-0028
BAL-0001206,MESA-057,V000375,candidato_A,valido,valido,valido,USR-0033
BAL-0001207,MESA-048,V001881,candidato_B,valido,valido,valido,USR-0031
BAL-0001208,MESA-063,V002083,candidato_C,valido,valido,valido,USR-0035
BAL-0001209,MESA-072,V001172,multiple_marca,nulo,nulo,nulo,USR-0028
BAL-0001210,MESA-039,V004593,candidato_C,valido,valido,valido,USR-0035
BAL-0001211,MESA-012,V001198,candidato_B,valido,valido,valido,USR-0035
BAL-0001212,MESA-004,V004295,candidato_B,valido,valido,valido,USR-0029
BAL-0001213,MESA-071,V002793,candidato_B,valido,valido,valido,USR-0028
BAL-0001214,MESA-042,V000299,candidato_B,valido,valido,valido,USR-0031
BAL-0001215,MESA-037,V001465,candidato_A,valido,valido,valido,USR-0031
BAL-0001216,MESA-072,V002146,candidato_C,valido,valido,valido,USR-0032
BAL-0001217,MESA-034,V004474,candidato_B,valido,valido,valido,USR-0029
BAL-0001218,MESA-035,V003375,candidato_B,valido,valido,valido,USR-0029
BAL-0001219,MESA-051,V000425,candidato_A,valido,valido,valido,USR-0035
BAL-0001220,MESA-058,V002697,candidato_A,valido,valido,valido,USR-0033
BAL-0001221,MESA-034,V002476,candidato_C,valido,valido,valido,USR-0030
BAL-0001222,MESA-080,V000415,candidato_A,valido,valido,valido,USR-0029
BAL-0001223,MESA-032,V003610,candidato_C,valido,valido,valido,USR-0031
BAL-0001224,MESA-063,V001973,candidato_A,valido,valido,valido,USR-0032
BAL-0001225,MESA-042,V003585,marca_ambigua,nulo,nulo,nulo,USR-0035
BAL-0001226,MESA-048,V000669,candidato_A,valido,valido,valido,USR-0030
BAL-0001227,MESA-047,V003315,candidato_C,valido,valido,valido,USR-0035
BAL-0001228,MESA-006,V002148,candidato_A,valido,valido,valido,USR-0030
BAL-0001229,MESA-031,V001699,candidato_A,valido,valido,valido,USR-0033
BAL-0001230,MESA-057,V004762,candidato_A,valido,valido,valido,USR-0035
BAL-0001231,MESA-052,V004900,candidato_B,valido,invalido,valido,USR-0030
BAL-0001232,MESA-069,V000298,blanco,blanco,blanco,blanco,USR-0031
BAL-0001233,MESA-075,V002248,candidato_A,valido,valido,valido,USR-0032
BAL-0001234,MESA-058,V000515,candidato_B,valido,valido,valido,USR-0033
BAL-0001235,MESA-014,V000491,candidato_B,valido,valido,valido,USR-0033
BAL-0001236,MESA-059,V004009,candidato_A,valido,valido,valido,USR-0031
BAL-0001237,MESA-076,V003542,candidato_B,valido,valido,valido,USR-0033
BAL-0001238,MESA-070,V004638,candidato_A,valido,valido,valido,USR-0030
BAL-0001239,MESA-070,V001712,candidato_B,valido,valido,valido,USR-0034
BAL-0001240,MESA-080,V003934,candidato_A,valido,valido,valido,USR-0033
BAL-0001241,MESA-077,V003538,candidato_C,valido,valido,valido,USR-0033
BAL-0001242,MESA-072,V002962,blanco,blanco,blanco,blanco,USR-0032
BAL-0001243,MESA-058,V004832,candidato_A,valido,valido,valido,USR-0033
BAL-0001244,MESA-037,V004745,candidato_B,valido,valido,valido,USR-0028
BAL-0001245,MESA-065,V004993,candidato_B,valido,valido,valido,USR-0031
BAL-0001246,MESA-060,V003306,blanco,blanco,blanco,blanco,USR-0031
BAL-0001247,MESA-002,V004812,candidato_B,valido,valido,valido,USR-0032
BAL-0001248,MESA-036,V001486,candidato_C,valido,valido,valido,USR-0032
BAL-0001249,MESA-025,V004921,candidato_A,valido,invalido,valido,USR-0030
BAL-0001250,MESA-038,V001365,candidato_A,valido,valido,valido,USR-0032
BAL-0001251,MESA-046,V002286,marca_ambigua,nulo,valido,nulo,USR-0034
BAL-0001252,MESA-043,V002976,candidato_A,valido,valido,valido,USR-0034
BAL-0001253,MESA-035,V001344,candidato_B,valido,valido,valido,USR-0034
BAL-0001254,MESA-080,V000468,candidato_A,valido,valido,valido,USR-0035
BAL-0001255,MESA-054,V004935,candidato_C,valido,valido,valido,USR-0030
BAL-0001256,MESA-048,V000197,candidato_C,valido,valido,valido,USR-0034
BAL-0001257,MESA-062,V002822,candidato_A,valido,valido,valido,USR-0029
BAL-0001258,MESA-013,V002537,candidato_A,valido,valido,valido,USR-0034
BAL-0001259,MESA-024,V001978,candidato_A,valido,valido,valido,USR-0031
BAL-0001260,MESA-051,V000406,candidato_A,valido,valido,valido,USR-0030
BAL-0001261,MESA-068,V004594,candidato_B,valido,valido,valido,USR-0035
BAL-0001262,MESA-078,V001031,candidato_B,valido,valido,valido,USR-0031
BAL-0001263,MESA-041,V002871,candidato_B,valido,valido,valido,USR-0031
BAL-0001264,MESA-012,V001846,candidato_A,valido,valido,valido,USR-0030
