alerta_id,codigo_alerta,severidad,etapa,entidad_tipo,entidad_id,dataset_origen,descripcion,evidencia,accion_recomendada,score
DET-CIR-01-000020,CIR-01,alta,Circunscripción y mesa,voter_id,V003238,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-062; mesa_asignada=MESA-020,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000021,CIR-01,alta,Circunscripción y mesa,voter_id,V001249,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-043; mesa_asignada=MESA-003,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000022,CIR-01,alta,Circunscripción y mesa,voter_id,V000458,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-050; mesa_asignada=MESA-026,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000023,CIR-01,alta,Circunscripción y mesa,voter_id,V002298,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-006; mesa_asignada=MESA-037,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000024,CIR-01,alta,Circunscripción y mesa,voter_id,V001165,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-067; mesa_asignada=MESA-071,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000025,CIR-01,alta,Circunscripción y mesa,voter_id,V001687,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-011; mesa_asignada=MESA-025,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000026,CIR-01,alta,Circunscripción y mesa,voter_id,V001177,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-015; mesa_asignada=MESA-030,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000027,CIR-01,alta,Circunscripción y mesa,voter_id,V003042,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-054; mesa_asignada=MESA-075,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000028,CIR-01,alta,Circunscripción y mesa,voter_id,V001493,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-036; mesa_asignada=MESA-027,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000029,CIR-01,alta,Circunscripción y mesa,voter_id,V002488,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-021; mesa_asignada=MESA-063,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000030,CIR-01,alta,Circunscripción y mesa,voter_id,V002988,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-047; mesa_asignada=MESA-037,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000031,CIR-01,alta,Circunscripción y mesa,voter_id,V003373,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-030; mesa_asignada=MESA-052,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000032,CIR-01,alta,Circunscripción y mesa,voter_id,V003637,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-077; mesa_asignada=MESA-019,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000033,CIR-01,alta,Circunscripción y mesa,voter_id,V000463,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-026; mesa_asignada=MESA-057,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000034,CIR-01,alta,Circunscripción y mesa,voter_id,V003642,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-011; mesa_asignada=MESA-063,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000035,CIR-01,alta,Circunscripción y mesa,voter_id,V004123,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-002; mesa_asignada=MESA-041,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000036,CIR-01,alta,Circunscripción y mesa,voter_id,V002780,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-020; mesa_asignada=MESA-014,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000037,CIR-01,alta,Circunscripción y mesa,voter_id,V001469,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-049; mesa_asignada=MESA-080,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000038,CIR-01,alta,Circunscripción y mesa,voter_id,V000343,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-044; mesa_asignada=MESA-068,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000039,CIR-01,alta,Circunscripción y mesa,voter_id,V001171,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-001; mesa_asignada=MESA-073,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000040,CIR-01,alta,Circunscripción y mesa,voter_id,V000533,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-055; mesa_asignada=MESA-017,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000041,CIR-01,alta,Circunscripción y mesa,voter_id,V000425,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-051; mesa_asignada=MESA-053,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000042,CIR-01,alta,Circunscripción y mesa,voter_id,V002482,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-061; mesa_asignada=MESA-018,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000043,CIR-01,alta,Circunscripción y mesa,voter_id,V004372,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-030; mesa_asignada=MESA-045,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000044,CIR-01,alta,Circunscripción y mesa,voter_id,V000261,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-012; mesa_asignada=MESA-001,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000045,CIR-01,alta,Circunscripción y mesa,voter_id,V004620,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-069; mesa_asignada=MESA-062,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000046,CIR-01,alta,Circunscripción y mesa,voter_id,V000086,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-037; mesa_asignada=MESA-018,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000047,CIR-01,alta,Circunscripción y mesa,voter_id,V002963,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-062; mesa_asignada=MESA-048,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000048,CIR-01,alta,Circunscripción y mesa,voter_id,V004990,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-052; mesa_asignada=MESA-008,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000049,CIR-01,alta,Circunscripción y mesa,voter_id,V002141,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-010; mesa_asignada=MESA-009,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000050,CIR-01,alta,Circunscripción y mesa,voter_id,V004319,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-055; mesa_asignada=MESA-051,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000051,CIR-01,alta,Circunscripción y mesa,voter_id,V001485,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-003; mesa_asignada=MESA-042,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000052,CIR-01,alta,Circunscripción y mesa,voter_id,V001003,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-060; mesa_asignada=MESA-030,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000053,CIR-01,alta,Circunscripción y mesa,voter_id,V001885,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-014; mesa_asignada=MESA-018,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000054,CIR-01,alta,Circunscripción y mesa,voter_id,V000528,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-080; mesa_asignada=MESA-043,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000055,CIR-01,alta,Circunscripción y mesa,voter_id,V004225,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-052; mesa_asignada=MESA-017,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000056,CIR-01,alta,Circunscripción y mesa,voter_id,V002209,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-066; mesa_asignada=MESA-025,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000057,CIR-01,alta,Circunscripción y mesa,voter_id,V004859,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-056; mesa_asignada=MESA-017,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000058,CIR-01,alta,Circunscripción y mesa,voter_id,V004769,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-054; mesa_asignada=MESA-048,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000059,CIR-01,alta,Circunscripción y mesa,voter_id,V000661,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-080; mesa_asignada=MESA-077,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000060,CIR-01,alta,Circunscripción y mesa,voter_id,V003911,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-048; mesa_asignada=MESA-059,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000061,CIR-01,alta,Circunscripción y mesa,voter_id,V002297,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-044; mesa_asignada=MESA-054,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000062,CIR-01,alta,Circunscripción y mesa,voter_id,V000727,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-032; mesa_asignada=MESA-057,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000063,CIR-01,alta,Circunscripción y mesa,voter_id,V003736,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-071; mesa_asignada=MESA-018,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000064,CIR-01,alta,Circunscripción y mesa,voter_id,V004301,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-073; mesa_asignada=MESA-031,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000065,CIR-01,alta,Circunscripción y mesa,voter_id,V000454,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-060; mesa_asignada=MESA-007,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000066,CIR-01,alta,Circunscripción y mesa,voter_id,V000925,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-003; mesa_asignada=MESA-036,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000067,CIR-01,alta,Circunscripción y mesa,voter_id,V004061,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-025; mesa_asignada=MESA-041,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000068,CIR-01,alta,Circunscripción y mesa,voter_id,V002275,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-002; mesa_asignada=MESA-035,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000069,CIR-01,alta,Circunscripción y mesa,voter_id,V004725,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-062; mesa_asignada=MESA-052,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000070,CIR-01,alta,Circunscripción y mesa,voter_id,V001283,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-068; mesa_asignada=MESA-053,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000071,CIR-01,alta,Circunscripción y mesa,voter_id,V000414,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-067; mesa_asignada=MESA-026,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000072,CIR-01,alta,Circunscripción y mesa,voter_id,V000540,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-014; mesa_asignada=MESA-050,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000073,CIR-01,alta,Circunscripción y mesa,voter_id,V000384,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-023; mesa_asignada=MESA-042,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000074,CIR-01,alta,Circunscripción y mesa,voter_id,V002093,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-023; mesa_asignada=MESA-079,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000075,CIR-01,alta,Circunscripción y mesa,voter_id,V003603,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-069; mesa_asignada=MESA-061,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000076,CIR-01,alta,Circunscripción y mesa,voter_id,V004072,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-030; mesa_asignada=MESA-004,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000077,CIR-01,alta,Circunscripción y mesa,voter_id,V000635,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-006; mesa_asignada=MESA-078,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000078,CIR-01,alta,Circunscripción y mesa,voter_id,V000466,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-031; mesa_asignada=MESA-002,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000079,CIR-01,alta,Circunscripción y mesa,voter_id,V000958,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-005; mesa_asignada=MESA-049,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000080,CIR-01,alta,Circunscripción y mesa,voter_id,V003827,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-016; mesa_asignada=MESA-069,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000081,CIR-01,alta,Circunscripción y mesa,voter_id,V002358,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-049; mesa_asignada=MESA-055,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000082,CIR-01,alta,Circunscripción y mesa,voter_id,V003790,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-023; mesa_asignada=MESA-046,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000083,CIR-01,alta,Circunscripción y mesa,voter_id,V004520,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-074; mesa_asignada=MESA-066,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000084,CIR-01,alta,Circunscripción y mesa,voter_id,V000146,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-029; mesa_asignada=MESA-058,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000085,CIR-01,alta,Circunscripción y mesa,voter_id,V001695,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-069; mesa_asignada=MESA-061,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000086,CIR-01,alta,Circunscripción y mesa,voter_id,V004752,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-047; mesa_asignada=MESA-018,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000087,CIR-01,alta,Circunscripción y mesa,voter_id,V002982,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-077; mesa_asignada=MESA-074,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000088,CIR-01,alta,Circunscripción y mesa,voter_id,V001475,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-077; mesa_asignada=MESA-073,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000089,CIR-01,alta,Circunscripción y mesa,voter_id,V001565,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-022; mesa_asignada=MESA-032,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000090,CIR-01,alta,Circunscripción y mesa,voter_id,V004676,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-055; mesa_asignada=MESA-060,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000091,CIR-01,alta,Circunscripción y mesa,voter_id,V004318,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-039; mesa_asignada=MESA-035,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000092,CIR-01,alta,Circunscripción y mesa,voter_id,V004555,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-061; mesa_asignada=MESA-006,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000093,CIR-01,alta,Circunscripción y mesa,voter_id,V003916,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-017; mesa_asignada=MESA-009,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000094,CIR-01,alta,Circunscripción y mesa,voter_id,V001456,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-077; mesa_asignada=MESA-046,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000095,CIR-01,alta,Circunscripción y mesa,voter_id,V003099,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-069; mesa_asignada=MESA-073,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000096,CIR-01,alta,Circunscripción y mesa,voter_id,V003685,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-034; mesa_asignada=MESA-028,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000097,CIR-01,alta,Circunscripción y mesa,voter_id,V003973,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-061; mesa_asignada=MESA-041,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000098,CIR-01,alta,Circunscripción y mesa,voter_id,V001937,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-026; mesa_asignada=MESA-051,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000099,CIR-01,alta,Circunscripción y mesa,voter_id,V002133,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-037; mesa_asignada=MESA-060,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000100,CIR-01,alta,Circunscripción y mesa,voter_id,V001865,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-005; mesa_asignada=MESA-080,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000101,CIR-01,alta,Circunscripción y mesa,voter_id,V003871,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-049; mesa_asignada=MESA-002,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-01-000102,CIR-01,alta,Circunscripción y mesa,voter_id,V001825,03_registro_sufragio.csv,Voto registrado en mesa diferente a la asignada,mesa_voto=MESA-015; mesa_asignada=MESA-051,Contrastar acta de mesa y registro de asignación.,2
DET-CIR-02-000103,CIR-02,critica,Circunscripción y mesa,voter_id,V003268,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-03 ; circ_autorizada=CIRC-04,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000104,CIR-02,critica,Circunscripción y mesa,voter_id,V002622,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-04 ; circ_autorizada=CIRC-01,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000105,CIR-02,critica,Circunscripción y mesa,voter_id,V000876,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-03 ; circ_autorizada=CIRC-05,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000106,CIR-02,critica,Circunscripción y mesa,voter_id,V002992,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-02 ; circ_autorizada=CIRC-03,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000107,CIR-02,critica,Circunscripción y mesa,voter_id,V000596,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-02 ; circ_autorizada=CIRC-01,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000108,CIR-02,critica,Circunscripción y mesa,voter_id,V004378,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-01 ; circ_autorizada=CIRC-04,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000109,CIR-02,critica,Circunscripción y mesa,voter_id,V004490,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-04 ; circ_autorizada=CIRC-01,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000110,CIR-02,critica,Circunscripción y mesa,voter_id,V003826,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-05 ; circ_autorizada=CIRC-03,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000111,CIR-02,critica,Circunscripción y mesa,voter_id,V000866,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-04 ; circ_autorizada=CIRC-02,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000112,CIR-02,critica,Circunscripción y mesa,voter_id,V000150,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-03 ; circ_autorizada=CIRC-04,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000113,CIR-02,critica,Circunscripción y mesa,voter_id,V002654,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-05 ; circ_autorizada=CIRC-04,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000114,CIR-02,critica,Circunscripción y mesa,voter_id,V001102,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-05 ; circ_autorizada=CIRC-02,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000115,CIR-02,critica,Circunscripción y mesa,voter_id,V000099,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-04 ; circ_autorizada=CIRC-02,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000116,CIR-02,critica,Circunscripción y mesa,voter_id,V000087,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-02 ; circ_autorizada=CIRC-05,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000117,CIR-02,critica,Circunscripción y mesa,voter_id,V002810,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-03 ; circ_autorizada=CIRC-04,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000118,CIR-02,critica,Circunscripción y mesa,voter_id,V002914,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-01 ; circ_autorizada=CIRC-05,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000119,CIR-02,critica,Circunscripción y mesa,voter_id,V002013,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-03 ; circ_autorizada=CIRC-01,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000120,CIR-02,critica,Circunscripción y mesa,voter_id,V001466,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-02 ; circ_autorizada=CIRC-01,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000121,CIR-02,critica,Circunscripción y mesa,voter_id,V003238,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-04 ; circ_autorizada=CIRC-05,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000122,CIR-02,critica,Circunscripción y mesa,voter_id,V000458,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-04 ; circ_autorizada=CIRC-01,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000123,CIR-02,critica,Circunscripción y mesa,voter_id,V002298,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-01 ; circ_autorizada=CIRC-02,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000124,CIR-02,critica,Circunscripción y mesa,voter_id,V001165,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-02 ; circ_autorizada=CIRC-01,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000125,CIR-02,critica,Circunscripción y mesa,voter_id,V001687,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-01 ; circ_autorizada=CIRC-05,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000126,CIR-02,critica,Circunscripción y mesa,voter_id,V001177,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-03 ; circ_autorizada=CIRC-05,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000127,CIR-02,critica,Circunscripción y mesa,voter_id,V003042,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-03 ; circ_autorizada=CIRC-05,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000128,CIR-02,critica,Circunscripción y mesa,voter_id,V001493,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-01 ; circ_autorizada=CIRC-02,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000129,CIR-02,critica,Circunscripción y mesa,voter_id,V002488,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-05 ; circ_autorizada=CIRC-03,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000130,CIR-02,critica,Circunscripción y mesa,voter_id,V002988,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-02 ; circ_autorizada=CIRC-03,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000131,CIR-02,critica,Circunscripción y mesa,voter_id,V003373,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-01 ; circ_autorizada=CIRC-02,Revisar cadena de custodia y justificación de excepción.,3
DET-CIR-02-000132,CIR-02,critica,Circunscripción y mesa,voter_id,V003637,03_registro_sufragio.csv,Voto registrado en circunscripción no autorizada,circ_voto=CIRC-02 ; circ_autorizada=CIRC-04,Revisar cadena de custodia y justificación de excepción.,3
