entidad_tipo,entidad_id,score_total,total_alertas,max_severidad,clasificacion_riesgo
voter_id,V004289,2,1,alta,Riesgo bajo
voter_id,V004338,2,1,alta,Riesgo bajo
voter_id,V004372,2,1,alta,Riesgo bajo
voter_id,V004423,2,1,alta,Riesgo bajo
voter_id,V004447,2,1,alta,Riesgo bajo
voter_id,V004448,2,1,alta,Riesgo bajo
voter_id,V004485,2,1,alta,Riesgo bajo
voter_id,V004502,2,1,alta,Riesgo bajo
voter_id,V004507,2,1,alta,Riesgo bajo
voter_id,V004544,2,1,alta,Riesgo bajo
voter_id,V004547,2,1,alta,Riesgo bajo
voter_id,V004563,2,1,alta,Riesgo bajo
voter_id,V004573,2,1,alta,Riesgo bajo
voter_id,V004608,2,1,alta,Riesgo bajo
voter_id,V004621,2,1,alta,Riesgo bajo
voter_id,V004711,2,1,alta,Riesgo bajo
voter_id,V004722,2,1,alta,Riesgo bajo
voter_id,V004725,2,1,alta,Riesgo bajo
voter_id,V004764,2,1,alta,Riesgo bajo
voter_id,V004771,2,1,alta,Riesgo bajo
voter_id,V004772,2,1,alta,Riesgo bajo
voter_id,V004794,2,1,alta,Riesgo bajo
voter_id,V004808,2,1,alta,Riesgo bajo
voter_id,V004872,2,1,alta,Riesgo bajo
voter_id,V004885,2,1,alta,Riesgo bajo
voter_id,V004901,2,1,alta,Riesgo bajo
voter_id,V004916,2,1,alta,Riesgo bajo
voter_id,V004940,2,1,alta,Riesgo bajo
mesa_id,MESA-018,1,1,media,Riesgo bajo
mesa_id,MESA-021,1,1,media,Riesgo bajo
mesa_id,MESA-022,1,1,media,Riesgo bajo
mesa_id,MESA-024,1,1,media,Riesgo bajo
mesa_id,MESA-030,1,1,media,Riesgo bajo
mesa_id,MESA-038,1,1,media,Riesgo bajo
mesa_id,MESA-050,1,1,media,Riesgo bajo
